YEAR,MONTH,DAY,HOUR,LOAD
2007,1,31,20,10128.1715
2007,1,26,7,9589.936201
2007,1,27,18,9629.200907
2007,1,11,14,9972.877378
2007,1,23,8,8881.700907
2007,1,16,11,7636.995025
2007,1,17,20,10050.37738
2007,1,10,3,9716.700907
2007,1,26,11,10529.34797
2007,1,6,4,8026.995025
2007,1,6,8,6556.112672
2007,1,16,6,7521.112672
2007,1,13,10,6455.230319
2007,1,6,19,7979.936201
2007,1,17,5,9780.965613
2007,1,17,1,10328.75973
2007,1,12,9,6814.642084
2007,1,17,18,10338.75973
2007,1,22,21,9787.877378
2007,1,2,17,10161.70091
2007,1,26,6,9636.700907
2007,1,10,23,9440.524437
2007,1,29,12,11863.31855
2007,1,29,21,10466.99502
2007,1,26,15,11217.87738
2007,1,25,23,9876.40679
2007,1,29,4,10294.9362
2007,1,23,22,10242.87738
2007,1,17,3,9983.465613
2007,1,28,17,9342.877378
2007,1,17,21,9978.318554
2007,1,23,9,8848.171495
2007,1,15,8,6322.289142
2007,1,23,13,10096.40679
2007,1,16,13,9099.936201
2007,1,4,5,8294.642084
2007,1,3,15,10275.81855
2007,1,5,7,6887.58326
2007,1,18,17,10633.46561
2007,1,18,10,8692.877378
2007,1,20,24,9959.936201
2007,1,1,13,6361.700907
2007,1,15,9,6038.759731
2007,1,6,16,7982.289142
2007,1,25,2,10410.96561
2007,1,9,23,9176.995025
2007,1,1,3,7327.58326
2007,1,18,4,9896.40679
2007,1,20,12,9462.289142
2007,1,6,9,6404.053848
2007,1,25,22,9669.053848
2007,1,22,14,9373.759731
2007,1,25,19,9835.524437
2007,1,22,23,10011.11267
2007,1,21,16,9454.053848
2007,1,30,13,11610.52444
2007,1,21,17,9295.230319
2007,1,2,11,8232.877378
2007,1,30,3,11496.99502
2007,1,19,23,9671.112672
2007,1,5,14,8312.877378
2007,1,5,23,8724.053848
2007,1,8,2,8147.58326
2007,1,3,18,9742.730319
2007,1,16,22,10131.11267
2007,1,19,5,9681.700907
2007,1,31,13,11442.87738
2007,1,1,16,7714.642084
2007,1,10,16,9551.847966
2007,1,11,1,10274.05385
2007,1,11,4,10012.87738
2007,1,13,13,7803.465613
2007,1,20,21,9401.112672
2007,1,4,2,9615.230319
2007,1,13,2,8385.230319
2007,1,25,14,10199.05385
2007,1,5,9,6456.40679
2007,1,10,17,9590.524437
2007,1,28,16,9417.289142
2007,1,14,12,6722.289142
2007,1,10,22,8838.171495
2007,1,30,8,9934.053848
2007,1,23,7,8941.112672
2007,1,26,17,10560.6715
2007,1,16,14,8958.171495
2007,1,11,19,9264.053848
2007,1,26,8,9649.347966
2007,1,22,3,9609.347966
2007,1,10,20,8981.700907
2007,1,2,1,8212.877378
2007,1,4,23,9293.465613
2007,1,9,3,9537.58326
2007,1,3,2,10085.23032
2007,1,27,10,9492.877378
2007,1,11,7,8869.936201
2007,1,13,24,8459.936201
2007,1,6,12,7095.818554
2007,1,11,21,9138.171495
2007,1,9,4,9212.289142
2007,1,6,20,7852.730319
2007,1,1,8,6462.289142
2007,1,8,16,9190.524437
2007,1,3,19,9854.642084
2007,1,19,16,9889.936201
2007,1,27,11,9727.58326
2007,1,19,7,9064.642084
2007,1,2,18,9952.877378
2007,1,14,24,8545.230319
2007,1,21,6,9369.936201
2007,1,10,15,9896.40679
2007,1,24,11,9625.230319
2007,1,30,11,10779.77738
2007,1,21,20,9570.524437
2007,1,15,1,8378.171495
2007,1,24,21,10338.90679
2007,1,31,22,10037.58326
2007,1,30,7,10064.64208
2007,1,25,18,9991.112672
2007,1,23,15,10103.46561
2007,1,13,16,8388.171495
2007,1,18,19,10568.75973
2007,1,21,8,8392.877378
2007,1,14,11,6338.759731
2007,1,19,20,9571.700907
2007,1,12,3,9461.112672
2007,1,12,8,6961.112672
2007,1,16,10,7085.818554
2007,1,4,15,9001.700907
2007,1,9,20,9027.58326
2007,1,10,6,8523.465613
2007,1,11,24,9816.995025
2007,1,15,10,6384.495025
2007,1,8,19,8671.700907
2007,1,15,5,7065.230319
2007,1,10,9,8528.171495
2007,1,3,22,9606.995025
2007,1,25,3,10403.02444
2007,1,14,18,7944.642084
2007,1,28,2,9531.112672
2007,1,13,1,8508.171495
2007,1,28,6,8278.171495
2007,1,16,23,10315.23032
2007,1,28,20,8791.700907
2007,1,30,1,11410.52444
2007,1,29,14,12435.81855
2007,1,30,19,10592.87738
2007,1,29,23,10879.9362
2007,1,18,12,10195.23032
2007,1,12,22,8229.347966
2007,1,19,3,10205.81855
2007,1,24,15,10166.99502
2007,1,21,9,8342.877378
2007,1,8,14,8885.818554
2007,1,26,3,10335.23032
2007,1,3,7,8862.289142
2007,1,7,6,7191.700907
2007,1,9,24,9747.58326
2007,1,7,13,6787.58326
2007,1,4,16,9284.053848
2007,1,27,2,10136.84797
2007,1,15,16,8994.053848
2007,1,7,3,7849.053848
2007,1,16,4,8290.524437
2007,1,22,12,9121.700907
2007,1,14,17,7915.818554
2007,1,16,19,9929.936201
2007,1,20,14,9940.524437
2007,1,23,19,9958.171495
2007,1,20,23,9588.171495
2007,1,20,22,9421.700907
2007,1,11,12,9989.936201
2007,1,26,4,10304.05385
2007,1,20,13,9719.936201
2007,1,23,17,10133.46561
2007,1,15,18,9075.818554
2007,1,4,11,7775.230319
2007,1,18,11,9463.465613
2007,1,7,14,7166.995025
2007,1,7,23,8132.289142
2007,1,13,20,8189.347966
2007,1,14,7,6713.465613
2007,1,5,18,9091.700907
2007,1,8,13,8857.58326
2007,1,2,9,7163.171495
2007,1,19,22,9494.642084
2007,1,28,1,9521.700907
2007,1,28,5,8972.289142
2007,1,1,22,7569.936201
2007,1,10,21,8774.053848
2007,1,30,2,11479.9362
2007,1,27,16,10037.58326
2007,1,15,2,8142.289142
2007,1,17,15,10555.5362
2007,1,29,11,11005.5715
2007,1,24,20,10360.52444
2007,1,29,22,10604.05385
2007,1,16,12,7978.759731
2007,1,6,10,6331.112672
2007,1,4,18,9368.759731
2007,1,25,7,9012.289142
2007,1,28,18,9196.995025
2007,1,14,14,7605.818554
2007,1,17,19,10179.64208
2007,1,24,8,9218.759731
2007,1,17,16,10608.1715
2007,1,13,11,6636.40679
2007,1,12,20,8524.053848
2007,1,4,1,9720.524437
2007,1,12,7,7226.995025
2007,1,1,2,7429.936201
2007,1,21,10,8378.171495
2007,1,6,5,7345.818554
2007,1,9,6,8650.524437
2007,1,4,12,8168.171495
2007,1,25,5,9439.347966
2007,1,4,20,9334.642084
2007,1,3,8,8814.200907
2007,1,15,6,6666.995025
2007,1,10,18,9398.759731
2007,1,5,19,9066.40679
2007,1,21,1,9987.58326
2007,1,15,21,8854.053848
2007,1,17,17,10481.11267
2007,1,19,21,9351.112672
2007,1,19,6,9401.112672
2007,1,5,17,9106.40679
2007,1,31,6,9510.524437
2007,1,23,6,9152.877378
2007,1,13,23,8214.053848
2007,1,22,11,8720.524437
2007,1,23,20,9991.700907
2007,1,26,21,9478.171495
2007,1,9,10,8338.171495
2007,1,30,16,11246.25973
2007,1,24,24,10524.05385
2007,1,21,15,9606.40679
2007,1,21,11,8628.171495
2007,1,18,23,10716.40679
2007,1,23,3,9751.700907
2007,1,14,3,7875.230319
2007,1,28,10,7044.642084
2007,1,26,9,9822.877378
2007,1,10,8,8432.142084
2007,1,2,21,9222.877378
2007,1,31,10,9623.98326
2007,1,2,4,7845.230319
2007,1,6,15,7731.700907
2007,1,22,13,9606.40679
2007,1,8,7,6392.877378
2007,1,9,18,9357.58326
2007,1,17,10,9165.230319
2007,1,13,5,7827.58326
2007,1,16,9,6902.289142
2007,1,16,21,9970.524437
2007,1,14,23,8029.936201
2007,1,7,22,8015.230319
2007,1,25,12,9864.347966
2007,1,28,13,8040.524437
2007,1,25,16,10041.70091
2007,1,19,2,10440.52444
2007,1,27,23,9360.524437
2007,1,29,7,10101.03032
2007,1,10,24,10118.1715
2007,1,1,11,6431.700907
2007,1,20,18,9575.230319
2007,1,8,1,8382.877378
2007,1,20,3,10007.58326
2007,1,2,23,9626.995025
2007,1,1,7,6674.053848
2007,1,5,6,7259.789142
2007,1,7,24,8474.642084
2007,1,8,12,7940.524437
2007,1,5,13,8466.995025
2007,1,19,9,8812.877378
2007,1,27,5,9902.289142
2007,1,2,16,10137.58326
2007,1,12,18,8597.436201
2007,1,21,2,10046.99502
2007,1,14,22,7926.995025
2007,1,5,3,9032.142084
2007,1,14,4,7931.112672
2007,1,10,13,10325.37738
2007,1,30,14,11565.81855
2007,1,31,5,9802.877378
2007,1,31,24,10505.81855
2007,1,26,14,11483.75973
2007,1,21,19,9461.700907
2007,1,26,22,9395.230319
2007,1,13,12,7194.642084
2007,1,24,4,10162.87738
2007,1,25,17,10080.6715
2007,1,28,24,9838.171495
2007,1,19,14,9678.465613
2007,1,12,19,8658.024437
2007,1,6,11,6598.759731
2007,1,1,1,7819.347966
2007,1,1,14,6452.877378
2007,1,28,9,7352.289142
2007,1,9,5,8944.053848
2007,1,30,17,10980.52444
2007,1,24,10,9221.112672
2007,1,16,7,7209.347966
2007,1,7,18,8061.700907
2007,1,4,21,9037.58326
2007,1,3,12,9751.700907
2007,1,3,20,9838.759731
2007,1,25,21,9609.936201
2007,1,26,1,10360.52444
2007,1,21,18,9385.230319
2007,1,12,21,8396.995025
2007,1,19,24,10166.99502
2007,1,21,13,8789.936201
2007,1,17,2,10001.70091
2007,1,15,15,8768.759731
2007,1,9,9,8192.289142
2007,1,26,20,9603.318554
2007,1,16,1,9062.289142
2007,1,24,13,10174.05385
2007,1,4,10,7104.642084
2007,1,29,3,10364.64208
2007,1,19,1,10524.64208
2007,1,27,7,9606.40679
2007,1,26,18,10102.28914
2007,1,12,14,8716.995025
2007,1,15,19,8913.465613
2007,1,22,8,8040.230319
2007,1,11,11,9576.995025
2007,1,14,20,7963.465613
2007,1,6,1,8561.700907
2007,1,7,2,7929.936201
2007,1,23,10,8985.818554
2007,1,22,18,10014.9362
2007,1,5,4,8433.465613
2007,1,5,8,6614.642084
2007,1,13,17,8276.40679
2007,1,10,10,8743.465613
2007,1,7,19,8008.612672
2007,1,16,5,7799.936201
2007,1,21,5,9689.347966
2007,1,31,9,9624.377378
2007,1,3,17,9842.877378
2007,1,25,6,9273.465613
2007,1,11,23,9431.112672
2007,1,20,11,9269.347966
2007,1,28,12,7642.877378
2007,1,28,21,8595.818554
2007,1,12,6,7529.347966
2007,1,26,24,10050.52444
2007,1,27,15,10208.75973
2007,1,28,4,9406.995025
2007,1,16,3,8501.700907
2007,1,29,17,11396.88326
2007,1,24,9,9172.289142
2007,1,16,8,6901.112672
2007,1,16,17,9762.289142
2007,1,5,5,7642.436201
2007,1,6,7,6856.40679
2007,1,6,21,7806.995025
2007,1,11,5,9460.671495
2007,1,7,21,8023.465613
2007,1,14,9,6291.112672
2007,1,23,21,10059.34797
2007,1,24,2,10386.99502
2007,1,2,3,7925.818554
2007,1,19,4,9841.553848
2007,1,27,12,9985.818554
2007,1,27,9,9508.759731
2007,1,31,15,11295.81855
2007,1,26,19,9924.053848
2007,1,28,15,9449.936201
2007,1,20,16,9910.524437
2007,1,23,4,9592.58326
2007,1,22,22,9856.995025
2007,1,3,11,9554.936201
2007,1,4,14,8846.40679
2007,1,24,5,9801.112672
2007,1,17,13,10491.70091
2007,1,2,5,7714.053848
2007,1,9,15,9670.524437
2007,1,3,6,8936.995025
2007,1,5,24,8891.112672
2007,1,20,4,9831.40679
2007,1,18,5,9393.465613
2007,1,9,8,8319.936201
2007,1,2,24,10019.9362
2007,1,23,2,9925.818554
2007,1,11,16,9708.289142
2007,1,23,5,9239.347966
2007,1,12,4,9057.730319
2007,1,12,13,8927.58326
2007,1,10,2,9711.700907
2007,1,24,14,10115.23032
2007,1,30,12,11220.81855
2007,1,24,22,10264.64208
2007,1,13,6,7485.230319
2007,1,3,10,8916.995025
2007,1,31,8,9289.347966
2007,1,20,7,9138.171495
2007,1,27,17,9916.40679
2007,1,17,14,10521.70091
2007,1,18,22,10581.70091
2007,1,10,19,9186.995025
2007,1,29,8,9994.053848
2007,1,11,20,9212.877378
2007,1,3,1,9991.700907
2007,1,3,14,10218.1715
2007,1,2,2,8166.40679
2007,1,26,10,10189.05385
2007,1,10,7,8359.642084
2007,1,1,12,6312.877378
2007,1,9,21,8828.171495
2007,1,8,4,7558.759731
2007,1,1,20,7537.58326
2007,1,8,22,8206.40679
2007,1,24,1,10508.75973
2007,1,19,13,9858.171495
2007,1,21,21,9504.642084
2007,1,8,17,8924.053848
2007,1,20,6,9375.230319
2007,1,13,15,8421.112672
2007,1,25,11,9226.553848
2007,1,28,19,9065.818554
2007,1,20,20,9520.524437
2007,1,14,1,8302.877378
2007,1,26,13,11653.02444
2007,1,11,22,9201.112672
2007,1,30,22,10281.70091
2007,1,30,23,10426.99502
2007,1,30,20,10470.52444
2007,1,24,18,10272.28914
2007,1,10,14,10196.99502
2007,1,29,15,12159.05385
2007,1,20,8,8989.936201
2007,1,17,11,9755.324437
2007,1,16,20,9898.612672
2007,1,23,16,10131.99502
2007,1,11,3,10252.87738
2007,1,8,15,9078.171495
2007,1,8,3,7786.40679
2007,1,5,2,9219.347966
2007,1,13,8,6553.465613
2007,1,15,13,8060.524437
2007,1,7,4,7669.936201
2007,1,8,23,8660.524437
2007,1,8,20,8407.58326
2007,1,7,8,6599.347966
2007,1,11,6,9216.995025
2007,1,12,10,7015.818554
2007,1,9,19,9214.053848
2007,1,14,5,7289.347966
2007,1,13,9,6395.230319
2007,1,4,24,9425.818554
2007,1,23,24,10526.99502
2007,1,1,17,7734.053848
2007,1,5,15,8520.524437
2007,1,27,6,9820.524437
2007,1,17,23,10286.99502
2007,1,18,18,10574.64208
2007,1,28,14,8762.289142
2007,1,13,18,8261.112672
2007,1,28,23,9079.347966
2007,1,19,12,9758.759731
2007,1,18,3,10125.81855
2007,1,15,12,7334.053848
2007,1,22,9,8116.40679
2007,1,14,8,6386.995025
2007,1,7,5,7564.642084
2007,1,2,15,10196.40679
2007,1,7,9,6364.642084
2007,1,4,7,7630.524437
2007,1,6,6,7049.936201
2007,1,19,17,9902.289142
2007,1,5,21,8866.995025
2007,1,2,22,9069.347966
2007,1,4,22,9095.230319
2007,1,31,21,10065.71267
2007,1,26,2,10452.4362
2007,1,10,1,9685.230319
2007,1,20,5,9567.58326
2007,1,17,4,10004.05385
2007,1,21,12,8712.289142
2007,1,21,3,9937.58326
2007,1,23,14,9970.524437
2007,1,24,19,10294.05385
2007,1,23,23,10383.46561
2007,1,21,22,9392.289142
2007,1,13,22,8026.995025
2007,1,21,4,9725.818554
2007,1,19,15,9802.877378
2007,1,15,17,9054.053848
2007,1,20,17,9815.818554
2007,1,5,11,6995.230319
2007,1,31,3,10716.40679
2007,1,6,14,7511.112672
2007,1,18,2,10196.99502
2007,1,6,23,7715.230319
2007,1,9,2,9604.053848
2007,1,1,6,6966.995025
2007,1,3,24,9936.40679
2007,1,9,13,9973.465613
2007,1,29,1,10114.64208
2007,1,18,7,8904.347966
2007,1,29,5,10089.05385
2007,1,10,4,9471.112672
2007,1,14,13,7251.700907
2007,1,1,18,7763.465613
2007,1,19,18,9792.877378
2007,1,12,2,9622.877378
2007,1,16,15,9134.642084
2007,1,4,9,7067.58326
2007,1,29,16,11779.9362
2007,1,17,12,10151.40679
2007,1,1,10,6309.347966
2007,1,22,7,8179.347966
2007,1,15,14,8404.053848
2007,1,17,6,9386.112672
2007,1,27,8,9491.700907
2007,1,12,11,7445.818554
2007,1,4,13,8762.877378
2007,1,5,1,9339.936201
2007,1,16,18,9995.230319
2007,1,20,10,9174.053848
2007,1,8,6,6751.112672
2007,1,18,8,8561.700907
2007,1,7,12,6377.58326
2007,1,7,20,8002.877378
2007,1,2,8,7256.995025
2007,1,9,16,9664.642084
2007,1,2,19,9634.053848
2007,1,22,1,9594.642084
2007,1,16,24,10282.87738
2007,1,6,17,8007.58326
2007,1,12,1,9758.759731
2007,1,22,6,8531.700907
2007,1,11,15,9748.171495
2007,1,23,11,9598.759731
2007,1,31,11,10214.20091
2007,1,22,20,9826.40679
2007,1,30,4,11334.64208
2007,1,8,10,6154.642084
2007,1,31,16,11163.46561
2007,1,31,7,9176.40679
2007,1,25,24,10370.52444
2007,1,22,15,9555.671495
2007,1,19,19,9646.259731
2007,1,16,16,9441.112672
2007,1,15,11,6761.700907
2007,1,18,20,10543.31855
2007,1,13,3,8467.58326
2007,1,13,7,7049.347966
2007,1,25,15,10148.1715
2007,1,9,11,9048.171495
2007,1,11,8,8656.40679
2007,1,1,4,7282.877378
2007,1,7,15,7587.58326
2007,1,12,17,8893.759731
2007,1,9,7,8261.112672
2007,1,8,18,8870.524437
2007,1,14,10,6159.936201
2007,1,12,5,8152.289142
2007,1,11,13,10229.34797
2007,1,11,9,8751.700907
2007,1,18,6,8983.465613
2007,1,29,2,10275.23032
2007,1,29,6,10138.1715
2007,1,15,23,9081.700907
2007,1,24,12,9879.642084
2007,1,29,20,10616.99502
2007,1,29,13,12621.98326
2007,1,31,1,10742.87738
2007,1,31,19,10306.44797
2007,1,26,23,9443.318554
2007,1,20,9,9077.58326
2007,1,3,21,9555.230319
2007,1,9,1,9666.40679
2007,1,9,14,9752.289142
2007,1,1,5,7322.877378
2007,1,1,23,7877.58326
2007,1,2,7,7425.671495
2007,1,4,6,7786.995025
2007,1,8,24,9399.936201
2007,1,6,13,7314.642084
2007,1,18,9,8462.877378
2007,1,31,12,10989.9362
2008,1,6,22,7589.936201
2008,1,20,2,10321.11267
2008,1,14,16,10582.87738
2008,1,26,5,10036.28914
2008,1,5,16,10065.52444
2008,1,23,12,9658.171495
2008,1,31,14,10370.52444
2008,1,30,5,7644.642084
2008,1,30,24,9533.465613
2008,1,21,14,12088.1715
2008,1,1,9,7221.700907
2008,1,22,19,10664.05385
2008,1,21,23,10982.14208
2008,1,24,16,10412.87738
2008,1,10,12,8112.289142
2008,1,27,4,9526.40679
2008,1,18,16,10359.34797
2008,1,22,17,10991.11267
2008,1,29,24,9876.40679
2008,1,7,11,7100.524437
2008,1,19,11,7981.995025
2008,1,18,1,11034.64208
2008,1,25,4,10789.34797
2008,1,27,3,9664.053848
2008,1,15,7,8650.524437
2008,1,1,24,9584.053848
2008,1,30,9,7226.40679
2008,1,6,3,9404.642084
2008,1,2,20,11394.05385
2008,1,11,18,8883.465613
2008,1,27,1,9862.289142
2008,1,24,3,10134.05385
2008,1,13,21,8114.642084
2008,1,18,24,10031.70091
2008,1,18,15,10362.87738
2008,1,14,2,9225.230319
2008,1,14,15,10642.87738
2008,1,28,11,10128.84208
2008,1,25,20,11071.70091
2008,1,28,22,9052.877378
2008,1,25,13,12369.34797
2008,1,7,10,6432.58326
2008,1,13,19,8314.053848
2008,1,24,7,7918.171495
2008,1,31,2,10146.25973
2008,1,29,18,9638.759731
2008,1,13,14,9014.642084
2008,1,14,19,10128.75973
2008,1,25,8,10498.45385
2008,1,10,11,7158.759731
2008,1,15,20,9686.995025
2008,1,7,1,8716.40679
2008,1,6,2,9566.40679
2008,1,22,10,8959.347966
2008,1,5,12,10168.75973
2008,1,4,4,11655.37738
2008,1,5,20,8954.642084
2008,1,4,8,10973.46561
2008,1,14,6,8206.40679
2008,1,11,10,6574.053848
2008,1,4,19,10414.20091
2008,1,20,1,10450.6715
2008,1,18,21,9086.995025
2008,1,4,17,11187.48914
2008,1,23,1,10799.34797
2008,1,30,6,7134.053848
2008,1,24,6,8186.995025
2008,1,12,23,8485.818554
2008,1,7,16,9211.700907
2008,1,27,21,7662.289142
2008,1,8,5,7691.112672
2008,1,27,22,7669.936201
2008,1,27,24,8599.347966
2008,1,20,15,11208.1715
2008,1,15,3,10345.23032
2008,1,19,8,7955.053848
2008,1,29,10,8986.995025
2008,1,25,9,10515.81855
2008,1,17,8,9329.347966
2008,1,23,18,9640.795025
2008,1,30,10,7597.58326
2008,1,3,4,11805.81855
2008,1,1,15,8316.700907
2008,1,15,24,10478.1715
2008,1,7,7,6694.642084
2008,1,6,18,7886.995025
2008,1,10,5,7629.642084
2008,1,3,13,12517.31855
2008,1,17,9,9230.524437
2008,1,7,17,9183.465613
2008,1,17,22,10749.34797
2008,1,3,3,11926.99502
2008,1,26,12,9194.053848
2008,1,30,15,9619.936201
2008,1,30,18,9386.40679
2008,1,27,19,8150.524437
2008,1,24,23,10488.1715
2008,1,22,4,10809.9362
2008,1,28,7,8780.965613
2008,1,11,17,8976.40679
2008,1,19,10,7938.171495
2008,1,5,22,8627.58326
2008,1,29,9,8498.465613
2008,1,3,5,10892.27738
2008,1,3,23,11471.11267
2008,1,2,6,9205.48326
2008,1,6,24,8712.289142
2008,1,2,13,11802.28914
2008,1,9,12,7842.877378
2008,1,31,18,9936.700907
2008,1,1,21,7938.759731
2008,1,8,8,6376.995025
2008,1,3,16,11095.96561
2008,1,31,4,9947.436201
2008,1,22,2,11082.87738
2008,1,15,22,9537.58326
2008,1,4,3,11847.58326
2008,1,13,4,9215.818554
2008,1,14,21,9429.200907
2008,1,8,11,6884.642084
2008,1,11,2,8804.642084
2008,1,27,14,9696.40679
2008,1,3,9,10921.48326
2008,1,20,19,10528.1715
2008,1,26,16,10063.46561
2008,1,12,12,8780.230319
2008,1,2,10,9065.524437
2008,1,30,21,8855.965613
2008,1,22,16,11055.81855
2008,1,21,7,10953.46561
2008,1,24,17,10352.28914
2008,1,18,14,10333.46561
2008,1,21,24,11179.34797
2008,1,28,8,8645.230319
2008,1,2,14,12030.52444
2008,1,18,13,10371.70091
2008,1,28,3,9422.877378
2008,1,31,17,10174.05385
2008,1,12,16,9332.877378
2008,1,25,10,10651.31855
2008,1,17,7,9688.759731
2008,1,22,24,10818.75973
2008,1,8,21,8781.700907
2008,1,9,22,8636.995025
2008,1,1,19,8451.112672
2008,1,15,4,10198.90679
2008,1,25,1,11084.64208
2008,1,22,5,10361.11267
2008,1,2,12,10785.81855
2008,1,12,24,9114.053848
2008,1,9,17,8538.759731
2008,1,16,2,10600.52444
2008,1,12,15,9470.524437
2008,1,8,9,6311.112672
2008,1,29,19,9326.995025
2008,1,27,20,7963.465613
2008,1,17,24,11139.9362
2008,1,27,13,9270.524437
2008,1,5,10,9378.171495
2008,1,31,23,9710.524437
2008,1,31,20,9383.465613
2008,1,26,7,8942.877378
2008,1,27,18,8485.818554
2008,1,11,14,8687.58326
2008,1,23,8,8025.818554
2008,1,16,11,9645.895025
2008,1,17,20,10695.96561
2008,1,10,3,8646.995025
2008,1,26,11,8826.40679
2008,1,6,4,9069.936201
2008,1,6,8,6905.230319
2008,1,16,6,9203.465613
2008,1,13,10,7828.171495
2008,1,6,19,7717.58326
2008,1,17,5,10428.1715
2008,1,17,1,11240.52444
2008,1,12,9,8249.936201
2008,1,17,18,10663.46561
2008,1,22,21,10442.28914
2008,1,2,17,11861.62444
2008,1,26,6,9605.08326
2008,1,10,23,8899.347966
2008,1,29,12,10076.40679
2008,1,29,21,9121.700907
2008,1,26,15,10026.40679
2008,1,25,23,11391.11267
2008,1,29,4,10115.23032
2008,1,23,22,9165.524437
2008,1,17,3,10811.40679
2008,1,28,17,10469.9362
2008,1,17,21,10607.58326
2008,1,23,9,7936.995025
2008,1,15,8,8741.40679
2008,1,23,13,10248.1715
2008,1,16,13,10716.99502
2008,1,4,5,11402.58326
2008,1,3,15,11608.90679
2008,1,5,7,9845.230319
2008,1,18,17,10261.70091
2008,1,18,10,8522.289142
2008,1,20,24,10882.58326
2008,1,1,13,7686.995025
2008,1,15,9,8846.700907
2008,1,6,16,8561.112672
2008,1,25,2,11240.52444
2008,1,9,23,8694.642084
2008,1,1,3,8439.936201
2008,1,18,4,10484.05385
2008,1,20,12,10596.99502
2008,1,6,9,6826.995025
2008,1,25,22,11308.1715
2008,1,22,14,10924.05385
2008,1,25,19,11172.28914
2008,1,22,23,10581.70091
2008,1,21,16,12199.34797
2008,1,30,13,9634.642084
2008,1,21,17,11737.41267
2008,1,2,11,10028.1715
2008,1,30,3,9111.700907
2008,1,19,23,10612.73032
2008,1,5,14,10145.23032
2008,1,5,23,9026.40679
2008,1,8,2,9088.759731
2008,1,3,18,11098.99502
2008,1,16,22,10644.64208
2008,1,19,5,9240.524437
2008,1,31,13,10505.23032
2008,1,1,16,8679.936201
2008,1,10,16,8672.289142
2008,1,11,1,8907.58326
2008,1,11,4,8435.818554
2008,1,13,13,8663.465613
2008,1,20,21,10059.34797
2008,1,4,2,11779.05385
2008,1,13,2,9279.936201
2008,1,25,14,12139.9362
2008,1,5,9,9278.759731
2008,1,10,17,8946.995025
2008,1,28,16,10610.28914
2008,1,14,12,9806.40679
2008,1,10,22,8870.524437
2008,1,30,8,7109.936201
2008,1,23,7,8081.112672
2008,1,26,17,10087.87738
2008,1,16,14,10666.25973
2008,1,11,19,8858.759731
2008,1,26,8,8648.171495
2008,1,22,3,10938.75973
2008,1,10,20,8958.171495
2008,1,2,1,9854.053848
2008,1,4,23,10066.40679
2008,1,9,3,8736.40679
2008,1,3,2,12065.37738
2008,1,27,10,8310.818554
2008,1,11,7,7210.524437
2008,1,13,24,9288.759731
2008,1,6,12,7364.053848
2008,1,11,21,8571.700907
2008,1,9,4,8251.700907
2008,1,6,20,7644.053848
2008,1,1,8,7512.877378
2008,1,8,16,8962.877378
2008,1,3,19,11169.34797
2008,1,19,16,10381.70091
2008,1,27,11,8786.995025
2008,1,19,7,8331.700907
2008,1,2,18,11582.85973
2008,1,14,24,10177.58326
2008,1,21,6,10995.10091
2008,1,10,15,8696.40679
2008,1,24,11,8291.465613
2008,1,30,11,8324.053848
2008,1,21,20,10971.08914
2008,1,15,1,10392.28914
2008,1,24,21,10271.70091
2008,1,31,22,9549.936201
2008,1,30,7,7145.818554
2008,1,25,18,11210.6715
2008,1,23,15,10082.28914
2008,1,13,16,9091.700907
2008,1,18,19,9852.289142
2008,1,21,8,10745.04208
2008,1,14,11,8582.289142
2008,1,19,20,10331.11267
2008,1,12,3,8911.700907
2008,1,12,8,7989.347966
2008,1,16,10,9107.877378
2008,1,4,15,11538.31855
2008,1,9,20,8772.877378
2008,1,10,6,7234.053848
2008,1,11,24,8992.289142
2008,1,15,10,8990.230319
2008,1,8,19,8773.465613
2008,1,15,5,9249.936201
2008,1,10,9,6782.289142
2008,1,3,22,11326.40679
2008,1,25,3,11272.87738
2008,1,14,18,10399.67738
2008,1,28,2,9369.936201
2008,1,13,1,9324.642084
2008,1,28,6,9010.965613
2008,1,16,23,10745.96561
2008,1,28,20,9465.818554
2008,1,30,1,9974.642084
2008,1,29,14,10231.70091
2008,1,30,19,9317.58326
2008,1,29,23,9457.289142
2008,1,18,12,9922.289142
2008,1,12,22,8294.642084
2008,1,19,3,10046.99502
2008,1,24,15,10341.70091
2008,1,21,9,10779.9362
2008,1,8,14,8712.877378
2008,1,26,3,11294.64208
2008,1,3,7,11096.70679
2008,1,7,6,6948.171495
2008,1,9,24,9126.995025
2008,1,7,13,9238.759731
2008,1,4,16,11248.86561
2008,1,27,2,9805.818554
2008,1,15,16,10694.05385
2008,1,7,3,8468.171495
2008,1,16,4,10304.05385
2008,1,22,12,10558.1715
2008,1,14,17,10556.40679
2008,1,16,19,10497.37738
2008,1,20,14,11131.11267
2008,1,23,19,9599.936201
2008,1,20,23,10365.23032
2008,1,20,22,10109.64208
2008,1,11,12,7739.347966
2008,1,26,4,11037.79502
2008,1,20,13,10838.90679
2008,1,23,17,9918.318554
2008,1,15,18,9889.642084
2008,1,4,11,11287.73032
2008,1,18,11,9001.700907
2008,1,7,14,9276.995025
2008,1,7,23,8814.642084
2008,1,13,20,8225.671495
2008,1,14,7,8117.58326
2008,1,5,18,9513.465613
2008,1,8,13,8739.347966
2008,1,2,9,8569.347966
2008,1,19,22,10511.11267
2008,1,28,1,9031.700907
2008,1,28,5,9071.112672
