supplier,food,1/1/17,2/1/17,3/1/17,4/1/17,5/1/17,6/1/17,7/1/17,8/1/17,9/1/17,10/1/17,11/1/17,12/1/17,1/1/18,2/1/18,3/1/18,4/1/18,5/1/18,6/1/18,7/1/18,8/1/18,9/1/18,10/1/18,11/1/18,12/1/18,1/1/19,2/1/19,3/1/19,4/1/19,5/1/19,6/1/19,7/1/19,8/1/19,9/1/19,10/1/19,11/1/19,12/1/19,1/1/20,2/1/20,3/1/20,4/1/20,5/1/20,6/1/20,7/1/20,8/1/20,9/1/20,10/1/20,11/1/20,12/1/20,1/1/21,2/1/21,3/1/21,4/1/21,5/1/21,6/1/21,7/1/21,8/1/21,9/1/21,10/1/21,Mean
Damascus,Dates,4688.23,4665.48,4653.54,4673.33,4665.92,5131.78,5132,2132.53,2116.73,2176.61,2281.52,2037.96,1746.79,1763.08,1714.84,1690.73,1852.58,1909.5,1818.6,1793.94,1763.75,1690.33,1691.19,1739.81,1908.66,1876.65,1860.75,1844.64,1909.37,1868.18,1828.49,1898.3,1843.91,2038.84,2135.93,2222.23,2578.64,4401.3,4197.64,3998.11,4210.17,6028.61,7275.1,7010.46,7263.57,7914.74,8024.94,8027.94,8612.76,9035.05,10011.57,4317.74,4125.66,3850.04,4319.5,4433.76,4512.36,5091.13,3758.75
Damascus,Fish,11720.58,11663.7,11633.85,11683.33,11664.8,11663.13,11663.63,4846.65,4810.75,4967.62,4985.49,4983.41,4852.2,4943.5,4920.58,4894.83,4941.38,4811.86,4831.21,4853.73,4895.46,4896.47,4896.14,4833.38,4549.82,4329.51,4329.33,4373.26,4591.97,4677.56,4724.97,5247.11,5231.25,5393.74,5393.74,5801.95,6416.51,7346.69,8066.51,8795.44,9647.31,20018.05,22876.6,26412.22,21115.35,20275.51,20695.44,23866.11,24903.89,26507.95,28186.62,13193.21,12937.15,12336.76,11818.14,13323.01,14586.05,14830.64,10200.98
Damascus,Lentils,3281.76,3265.84,3257.48,3271.33,3149.5,3090.73,3090.86,1274.67,1202.69,1160.86,1116.49,1018.98,970.44,970.86,883.14,808.48,808.38,784.38,769.56,767.86,743.55,743.71,712.59,712.62,720.36,712.6,711.94,711.97,711.98,711.7,720.39,711.86,744.03,733.55,733.55,873.79,1051.78,1262.14,1403.89,1547.24,1854.27,2523.14,2761.44,2823.57,2739.37,2744.99,2820.5,3211.17,3537.67,3607.52,4200.2,2180.41,2357.61,2390.52,2422.33,2486.73,2577.27,2867.41,1759.06
Damascus,Meat,15705.57,15629.36,15589.36,17057.65,17497.2,19360.79,19828.16,8239.31,8178.28,8222.73,8203.77,7812.16,7812.04,7654.26,7763.84,7894.62,7892.63,7960.31,7836.3,7863.03,7927.67,7864.25,7863.72,7767,7783.18,7960.97,8413.82,8284.72,8721.65,8637.32,8737.92,8725.69,8777.45,8781.03,8781.03,9223.31,10258.91,12362.48,14002.17,15658.14,17487.62,25177.33,27939.25,26636.53,27299.2,27449.94,27159.7,27029.85,31793.96,33068.92,39296.98,16372.74,17075.33,16971.96,17606.83,17472.9,17055.69,17738.9,14502.89
Damascus,Milk,1465.07,1457.96,1454.23,1373.96,1283.13,1282.94,1283,523.44,505.13,541.73,582.52,619.15,614.29,614.55,623.05,619.22,614.29,598.97,591,590.21,586.3,606.81,599,590.29,590.27,606.78,622.95,635.11,598.71,582.29,578.48,577.04,568.81,579.83,652.64,647.25,682.2,736.25,805.55,874.7,940.76,1113.45,1142.3,1190.72,1361.92,1367.07,1622.08,1664.51,1847.14,1885.01,2261.92,1062.23,1115.95,1160.57,1335.4,1378,1380.21,1546.4,954.05
Damascus,Oil,3516.17,3499.11,3490.16,3505,3499.44,3498.94,3499.09,1454,1443.23,1305.96,1237.85,1237.33,1261.57,1262.12,1261.62,1254.95,1259.64,1206.67,1218.87,1213.43,1204.63,1197.11,1124.22,1116.51,1132.96,1179.58,1245.89,1237.85,1245.95,1257.58,1269.91,1243.06,1272.4,1391.58,1542.61,1893.21,2033.66,2459.55,2535.71,2614.59,3052.47,6146.8,6363.36,5705.04,5863.82,7365.25,7795.46,8753.18,9705.91,11418.39,16554.78,6674.94,6085.58,5952.75,5923.18,5943.69,6037.88,7130.07,3513.73
Damascus,Rice,1992.5,1982.83,1977.75,1986.17,1983.02,1982.73,1982.82,823.93,817.83,875.48,932.03,975.31,921.92,901.93,865.67,845.37,841.38,849.42,858.84,858.14,889.16,889.34,873.75,845.63,800.94,804.83,825.2,837.37,841.42,853.22,860.2,867.82,873.43,1048.55,1223.3,1398.06,1398.06,1661.27,1661.27,2131.24,2301.4,3204.98,3037.76,2752.11,2388.76,2411.98,2742.45,3379.27,3394.64,3510.02,4710.47,2326.19,2139.14,2154.6,1802.57,1926.52,1989.56,2125.98,1640.3
Damascus,Sugar,2051.1,1982.83,1977.75,1986.17,1866.37,1784.46,1702.89,702.76,649.45,563.98,519.41,483.29,515.3,494.17,489.12,463.93,464.84,465.97,465.81,467.9,430.99,433.99,466,471.85,478.62,482.51,495.12,498.38,507.28,562.88,556.63,557.62,576.36,629.99,629.99,943.9,1121.68,1245.96,1262.14,1281.16,1333.41,2583.9,2503.98,2295.69,2269.87,2282.65,2551.52,2831.65,3102.54,3575.02,4363.07,1791.39,1422.76,1513.17,1621.91,1920.11,2251.84,2438.52,1316.96
Damascus,Wheatflour,1336.15,1399.64,1396.06,1402,1371.78,1341.26,1341.32,547.67,519.56,501.1,504.85,480.38,451.25,417.47,408.57,421.23,421.17,403.84,404.67,403.83,403.81,403.89,469.88,519.42,535.9,534.94,574.41,577.66,533.98,545.9,542.07,560.86,560.72,566.34,577.13,587.92,744.34,868.4,995.28,1109.67,1396.28,1946.88,2252.46,2242.5,2205.01,2213.35,2268.54,2606.37,2667.67,3011.68,3694.84,1769.89,1548.48,1478.38,1507.79,1664.37,1721.78,1821.66,1132.83
Daraa,Beans,2344.12,2332.74,2326.77,2336.67,2332.96,2332.63,2332.73,969.33,962.15,967.38,970.86,970.46,970.44,873.77,873.43,873.51,873.4,873.69,873.4,873.67,873.63,873.81,873.75,873.79,873.75,1553.36,1553.32,1553.38,1553.39,1553.41,1553.41,1553.15,1552.77,1553.4,2330.1,2524.28,2961.17,3106.8,3398.06,3693.16,3703.63,4975.32,5428.56,7283.26,7782.4,7937.84,9678.51,10722.69,11605.38,13081.31,13932.19,5883.94,5901.55,5962.5,5962.5,5962.5,6227.5,6280.5,3498.93
Daraa,Bulgur,1406.47,1399.64,1396.06,1402,1399.78,1399.58,1399.64,581.6,577.29,580.43,582.52,582.27,582.26,582.52,582.29,582.34,582.27,582.46,582.26,582.45,582.42,582.54,582.5,582.53,582.5,582.51,582.5,582.52,582.52,485.24,517.81,550.07,582.29,718.45,854.37,990.29,1126.22,1262.14,1262.14,1647.01,1851.82,2342.38,2564.41,2474.79,2464.43,2473.76,2581.2,2924.37,2924.97,3900.02,3900.34,1934.81,1764.9,1749,1749,1749,1947.75,1987.5,1308.43
Daraa,Cheese,5860.29,5831.85,5118.89,4439.66,4082.68,4431.99,4898.72,2132.53,2309.16,2418.45,2427.15,2426.14,2329.06,2135.89,2135.06,1747.03,1552.71,1747.39,1746.79,1747.34,1747.25,1747.61,1747.49,1747.58,1747.5,1747.53,1747.48,1553.38,1553.39,1552.78,1844.67,2135.58,2135.06,2815.54,2912.62,2912.63,2912.63,2912.63,3074.44,3239.62,3278.14,4334.67,5485.15,6820.86,6992,7942.04,9489.84,10592.71,10594.59,10595.05,10589.64,4362.6,4131.35,4448.68,5167.5,5577.82,6625,6757.5,3949.85
Daraa,Chickpeas,1406.47,1399.64,1396.06,1402,1399.78,1399.58,1399.64,581.6,577.29,580.43,582.52,582.27,679.31,776.69,795.79,795.87,795.76,796.03,795.76,796.01,795.97,796.13,796.08,796.12,796.08,796.1,796.08,796.11,796.11,873.44,796.12,795.99,795.79,796.12,796.12,776.7,776.7,776.7,974.76,1174.04,1332,2049.14,3053.83,3060.93,3048.11,3059.64,3056.6,3054.35,3055.27,3835.03,3870.99,1934.81,1987.5,1855,2226,2390.13,2676.5,2703,1442.84
Daraa,Dates,4219.41,4198.93,4188.19,4206,4199.33,4665.25,4898.72,2132.53,2020.52,1934.76,1941.72,1746.82,1552.7,1436.87,1436.31,1436.44,1436.26,1436.74,1436.25,1436.7,1440.51,1440.81,1440.71,1440.78,1440.72,1553.36,1553.32,1213.58,1941.74,1940.97,1941.76,1941.44,1940.96,1941.75,2038.84,2524.28,2524.28,3106.8,3495.15,3887.54,4441.41,7166.11,7788.62,7880.24,7847.25,7876.93,7931.35,7993.28,7994.92,8775.04,9625.03,4691.25,4054.5,3975,3975,4355.4,5587.09,5565,3624.71
Daraa,Fish,10136.83,10087.64,10061.83,10104.62,10088.59,10087.15,10087.58,4191.75,4160.7,4183.31,4198.36,4196.61,4196.55,4229.79,4228.14,4228.53,4196.57,4197.97,4196.55,4197.87,4197.65,4198.51,4198.23,4198.43,4198.25,4198.32,4198.21,4198.38,4198.41,4721.29,4198.45,4197.76,4196.72,4198.43,4198.43,6822.34,6822.34,7342.24,8158.14,8983.38,9825.71,20657.12,22361.31,18316.69,18240,18624.04,20699.51,21526.65,21532.9,28640.77,35006.04,14908.63,14906.25,14533.59,11925,12950.8,15336.89,15900,9702.98
Daraa,Lentils,2344.12,2682.65,2792.12,2804,2799.55,2799.15,2799.27,1163.2,1202.69,1160.86,1165.03,1164.55,1164.53,970.86,854.02,708.52,708.42,708.66,708.42,708.64,712.49,712.64,712.59,712.62,712.59,712.6,711.94,711.97,711.98,776.39,711.99,711.87,711.69,711.98,679.61,776.7,776.7,776.7,1093.21,1411.18,2534.06,2696.08,2923.88,2930.67,2918.4,2929.44,3036.26,3151.83,3152.77,3900.02,5057.86,2385.38,2385,2385,2385,2549.13,2769.25,2782.5,1721.23
Daraa,Meat,16408.81,16329.18,16287.39,16356.66,17030.61,17727.95,18661.8,7754.64,7697.2,7739.04,7766.88,7763.64,7763.52,7766.88,7763.84,7764.56,7763.56,7766.16,7763.52,7765.96,7765.56,7767.16,7766.64,7767,7766.68,7766.8,7766.6,7766.92,7961.13,8734.37,8155.39,8154.05,8928.42,9708.75,9708.75,9708.75,12621.38,13592.25,13663.44,13748.93,16904.23,21980.17,22741.26,22794.11,22698.67,22784.54,22760.9,23472.94,27299.72,29493.9,36214.44,15902.54,15900,15900,15900,15900,15900,15900,13567.38
Daraa,Milk,1406.47,1866.19,2094.09,1930.09,1866.37,1982.73,1982.82,823.93,846.69,870.64,873.77,850.12,679.31,485.43,485.24,485.29,485.22,436.85,485.22,485.37,485.35,485.45,485.42,485.44,485.42,485.43,485.41,485.43,485.44,485.24,485.44,485.36,485.24,533.98,582.52,614.89,679.61,679.61,679.61,680.32,682.25,1117.95,1439.93,1563.02,1556.48,1652.67,1888.14,1949.58,1949.98,1950.01,2201.8,1088.44,1106.81,1115.21,1192.5,1315.6,1431,1431,1014.05
Daraa,Oil,2812.94,2799.29,2792.12,2804,2799.55,2799.15,2915.91,1260.13,1250.8,1257.59,1262.12,1261.59,1261.57,1196.1,1195.63,1195.74,1195.59,1195.99,1195.58,1195.96,1197.84,1198.08,1198,1198.06,1198.01,1198.03,1164.99,1165.04,1262.13,1358.68,1262.14,1261.94,1358.67,1359.23,1747.58,2427.19,2572.82,2524.27,2718.45,2915.66,3166,6357.65,6465.02,5581.3,6100.27,7196.56,7839.4,8819.9,10307.63,12301.31,17910.11,6891.1,6211.6,6201,6201,6247.16,6603.8,6895.98,3538.46
Daraa,Rice,2109.7,2099.47,2094.09,2103,2099.66,2099.36,2099.45,872.4,885.18,870.64,873.77,873.41,873.4,885.42,885.08,885.16,885.05,885.34,885.04,885.32,887.22,887.4,887.34,887.38,887.34,970.85,970.82,970.87,970.87,1164.58,1100.34,1035.43,970.48,1165.05,1359.23,1553.4,1747.58,1941.75,1941.75,2107.05,2631.53,3453.67,3638.61,3647.06,3631.79,3645.53,4410.87,4873.95,4977.69,5963.77,7066.75,3180.51,2864.65,2782.5,2715.82,2910.73,3158.8,3056.9,2054.62
Daraa,Sugar,2109.7,1959.5,1954.49,1869.33,1749.72,1702.82,1632.91,678.53,654.26,580.43,524.26,494.93,485.22,495.14,494.94,494.99,494.93,495.09,494.92,436.84,436.81,436.9,485.42,485.44,679.58,485.43,679.58,679.61,679.61,582.29,582.53,582.43,679.34,679.61,703.88,1262.14,1295.15,1213.59,1189.32,1166.26,1279.6,2756.54,2643.01,2149.16,2140.16,2267.95,2661.62,2859.39,2933.65,3875.64,4713.95,1892.4,1600.6,1590,1590,1918.26,2186.25,2120.85,1344.26
Daraa,Wheatflour,1253.18,1265.19,1271.97,1288.42,1268.42,1228.52,1230.69,511.34,533.44,540.21,714.49,623.33,540.82,537.19,499.04,408.34,414.16,417.85,415.12,417.7,419.77,447.91,482.16,508.84,506.99,511.69,517.38,543.68,550.74,552.69,532.78,543.54,540.82,553.91,619.64,711.2,769.74,831.06,1165.05,1169.2,1249.61,1857.13,2019.52,1990.03,2066.55,2118.02,2331.19,2451.73,2558.63,2909.54,3865.27,1574.87,1562.66,1485.5,1492.24,1514.68,1604.92,1688.13,1106.87
Dayr_Az_Zor,Beans,7735.58,9330.96,3722.83,4206,3577.17,2954.64,2332.73,969.33,817.83,677.17,809.04,938.1,1067.48,1489.3,1552.77,1560.68,1568.24,1439.65,1310.09,1228.96,1261.9,1250.51,1240.72,1229.13,1213.54,1198.03,1229.06,1262.12,1294.5,1349.94,1407.78,1456.08,1504.24,1456.31,1521.03,1941.75,2292.72,2643.69,2994.66,3349.12,3376.66,4001.26,4627.89,4361.27,4222.22,4252.24,8120.7,11987.32,12134.06,12398.81,13374.38,5793.83,5676.3,5720.68,5883,6001.37,6360,6360,3569.61
Dayr_Az_Zor,Bulgur,6329.11,4665.48,4420.86,4206,3499.44,3498.94,3265.82,1357.06,914.04,749.72,582.52,582.27,582.26,582.52,582.29,596.9,607.5,615.47,597.79,582.45,597.95,590.3,582.5,582.53,582.5,615.52,646.57,679.61,711.98,723.98,739.81,753.28,768.29,850.49,933.98,1015.54,1097.09,1180.58,1262.14,1445.19,1632.78,1830.09,2029.17,2233.82,2356.34,2644.31,2921.89,3073.84,3630.86,3445.02,4043.68,1892.4,1878.85,1893.29,1908,1956.98,2006.05,1987.5,1699.02
Dayr_Az_Zor,Cheese,9376.46,9330.96,9307.08,9346.66,9331.84,9330.5,9330.9,3707.69,3511.85,3361.65,3203.84,2959.89,2717.23,2718.41,2556.24,2580.75,2604.67,2589.04,2571.67,2523.94,2587.87,2654.43,2782.4,2718.45,2783.38,2848.47,2847.76,2847.88,2847.89,2868.33,2891.07,2912.16,2943.47,2977.34,2944.99,2912.62,3300.98,3698.66,4096.37,4498.74,4910.74,5309.16,5766,7057.48,7845.9,9420.42,11158.21,10933.32,10718.3,9750.05,11993.55,5804.43,5843.25,6244.07,6361.66,6479.25,7071.08,7950,5250.71
Dayr_Az_Zor,Chickpeas,6094.7,6998.22,3722.83,4673.33,4899.22,4898.51,4198.91,1744.79,1443.23,11608.56,1359.2,873.41,1164.53,1262.12,1261.62,1261.74,1246.05,1262,1228.58,1197.9,1197.84,1198.08,1262.08,1359.23,1392.18,1392.2,1391.52,1391.58,1391.59,1391.03,1391.6,1423.72,1455.72,1423.94,1521.03,1262.14,1811.65,1747.58,1491.26,1236.24,1729.21,3093.11,3093.65,3030.53,2918.4,2929.44,2894.03,2924.37,2924.97,2925.02,2925.25,1525.05,1857.12,2189.43,2521.74,2854.05,2923.84,2815.84,2389.77
Dayr_Az_Zor,Dates,12892.63,16795.73,16752.74,16823.99,18663.68,18661,18661.8,7754.64,5772.9,3869.52,2912.58,2911.37,1940.88,1553.38,1585.76,1585.91,1682.75,1747.39,1682.74,1617.26,1617.18,1617.51,1650.41,1666.02,1683.43,1683.45,1682.77,1682.84,1812.28,1811.57,1812.3,1941.44,1940.96,1941.75,2038.84,2718.45,3300.98,2880.26,3300.98,3340.7,4957.04,5594.29,6445.1,6610.28,6600.18,7864.34,8218.52,8800.4,9215.23,9408.8,11118.08,4510.14,4509.41,4507.76,4836.25,5163.08,5600.33,4902.5,5463.01
Dayr_Az_Zor,Fish,43239.55,50437.63,56597.23,63153.04,31526.45,31521.93,25218.51,8907.42,7281.19,5621.32,3935.87,3758.57,3582.74,3408.51,3231.46,3231.76,3063.45,3326.83,3325.7,3326.74,3494.5,3495.22,3757.35,4109.23,4460.62,4544.67,4547.95,4548.14,4723.16,4896.1,4985.59,5247.11,5333.27,5306.2,5277.07,5247.94,11199.16,6297.34,7361.05,8433.53,13912.99,19365.67,20291.57,19751.74,19084.39,19870.88,17982.48,20171.09,22376.63,24578.29,32135.88,18911.9,15552.19,15875.16,14906.25,17230.53,16860.61,15403.12,13952.11
Dayr_Az_Zor,Lentils,11173.65,8242.36,5351.57,4673.33,933.18,933.05,1399.64,533.13,529.18,532.06,582.52,582.27,668.3,754.69,840.44,840.51,888.93,873.69,743.36,615.45,625.77,636.25,646.57,743.69,679.58,679.6,679.58,679.61,703.88,727.86,752.43,776.58,819.51,862.99,906.16,1067.96,1229.77,1391.59,1115.22,839.71,1477.67,2974.01,3022.55,3077.81,3112.96,3124.74,3312.02,3500.14,4158.78,4816.78,5475.16,2406.93,2581.1,2666.57,2782.5,2597,2694.17,2694.17,1978.11
Dayr_Az_Zor,Meat,26371.29,27992.88,31644.07,31778.64,44481.76,57227.08,69981.75,23263.92,15394.4,5804.28,6262.05,6696.14,5434.46,5695.06,5692.84,5726.36,5758.62,5888.69,6049.72,6373.91,6503.66,6505,6310.4,6116.51,6277.42,6277.52,6278,6278.25,6940.75,7602.14,8656.37,8736.48,9704.8,9708.75,9708.75,9708.75,15534,15268.62,15003.26,14753.21,16788.95,18719.63,20655.75,24020.65,25414.4,27257.44,26779.95,26312.84,26586.53,28600.15,29147.71,12655.77,13002.67,13089.9,13515,13223.5,13846.25,13117.5,16174.57
Dayr_Az_Zor,Milk,7266.76,7931.32,7523.24,7165.76,6765.58,6764.61,6531.63,2132.53,1539.44,967.38,970.86,970.46,970.44,873.77,776.38,679.4,492.02,693.13,699.69,706.7,713.46,720.4,720.36,724.27,728.13,728.14,728.12,728.15,728.15,727.86,728.16,728.04,744.03,752.43,800.97,485.44,582.53,582.53,632.04,682.26,765.03,834.77,904.76,976.89,1141.06,1226.38,1511.24,1537.52,1565.17,1592.51,1652.4,715.61,721.69,761.66,801.63,841.59,881.57,980.5,1651.7
Dayr_Az_Zor,Oil,19221.74,16212.54,13262.59,14837.82,16330.72,16328.38,13996.35,4216.59,2597.81,2015.36,1423.92,824.89,1002.46,1180.57,1172.34,1164.68,1149.01,1092.12,1034.49,1063.94,1093,1116.53,1181.5,1246.6,1277.62,1277.64,1278.25,1294.49,1326.85,1326.32,1343.06,1359.01,1374.84,1423.94,1504.86,1917.48,2330.1,2411.01,2729.25,3050.65,3378.75,6261.99,6101.37,5815.76,6290.77,7051.65,7624.29,8257.04,8896.82,10351.75,11807.3,5407.37,5999.6,5931.58,5962.5,5869.75,6594.08,6594.08,4934.27
Dayr_Az_Zor,Rice,6680.73,5598.58,3606.49,4673.33,1866.37,1866.1,2332.73,775.46,865.94,895.79,873.77,776.36,776.35,970.86,1003.48,1003.57,1051.96,1003.78,954.91,906.68,906.63,906.82,922.29,1052.43,955.3,970.85,980.53,873.78,970.87,1002.84,1051.79,1067.79,1116.05,1100.33,1181.22,1326.86,1472.49,1472.49,1472.49,1745.51,1896.88,3093.11,3109.37,2900.27,2934.61,3122.63,3381.43,3543.03,3379.67,4030.03,5911.32,3063,2794.87,2806.24,2848.75,2728.61,2632.33,2692.74,2032.78
Dayr_Az_Zor,Sugar,24613.21,25660.14,25594.47,32713.31,13997.76,13995.75,16329.08,4846.65,2309.16,677.17,656.3,582.27,630.79,615.53,646.34,646.4,656.02,631,607.5,582.45,582.42,582.54,582.5,679.61,607.74,582.51,517.78,517.8,582.52,630.82,679.62,679.5,727.86,679.61,744.33,873.79,1229.13,1488.68,1423.94,1360.64,1540.55,3195.96,2614.72,2557.28,2557.65,2591.34,2966.74,3123.87,3384.15,3851.27,5307.41,1713.05,1542.3,1564.61,1696,2080.25,2420.33,2262.76,3960.6
Dayr_Az_Zor,Wheatflour,4688.23,4665.48,4653.54,4673.33,2332.96,2332.63,2332.73,969.33,769.72,605.58,607.76,582.27,485.22,485.43,485.24,485.29,477.46,452.38,469.69,485.37,485.35,477.68,485.42,533.98,582.5,598.04,614.86,614.89,663.43,574.2,485.44,517.72,533.76,582.53,606.8,873.79,970.88,1019.42,1078.64,1139.05,1345.63,2324.33,2263.64,2214.28,2205.01,2314.16,2825.48,2611.13,2876.75,3022.52,3938.08,2005.49,1987.5,1987.5,1987.5,2098.8,2024.6,2346.53,1532.02
Hama,Beans,2977.03,2962.58,2955,2920.83,2916.2,2799.15,2682.63,1037.18,1116.09,1122.16,1067.95,1164.55,1145.12,1019.4,1019,1019.1,1261.58,1262,1116.01,1261.97,970.7,1262.16,1650.41,1844.66,1514.5,1553.36,1456.24,1553.38,1553.39,1552.78,1747.58,1747.3,1746.86,1747.57,2233.01,2233.01,2718.45,3009.71,3462.14,3918.64,4115.5,5272.54,4782.58,5488.17,6247.81,6844.81,7218.4,11086.09,12972.4,12484.94,13125.27,5188.47,4992.77,4584.5,4584.5,4584.5,4584.5,5948.83,3420.83
Hama,Bulgur,1242.38,1236.35,1233.19,1168.33,1213.14,1399.58,1446.29,630.06,673.51,677.17,582.52,679.32,562.86,679.6,679.34,679.4,659.9,660.12,650.19,630.98,533.88,679.63,533.96,582.53,718.42,679.6,631.04,679.61,642.39,582.29,614.9,647.16,679.34,770.21,860.83,951.44,1042.06,1132.68,1132.68,1628.88,1737.37,2326.32,2624.57,2552.95,2618.04,2629.56,2773,2998.45,2997.31,3617.27,4803.72,1728.61,1544.77,1537,1547.26,1538.71,1634.17,1802,1312.39
Hama,Cheese,7266.76,7231.49,7212.99,6776.33,6998.88,7231.14,7231.45,3004.92,2886.45,2902.14,2718.41,2814.32,2329.06,2524.24,2329.15,2523.48,2523.16,2524,2232.01,2523.94,2523.81,2524.33,2524.16,2621.36,2524.17,2135.87,2135.81,2330.08,2330.09,2329.16,2524.29,2523.87,2717.34,2912.62,3106.8,3300.98,3203.89,3300.98,3413.6,3529.89,3879.69,5013.21,5884.22,7779.31,7974.53,7944.76,9268.22,9780.26,10051.83,10032.8,10691.34,4371.08,4619.83,4968.75,5432.5,6022.34,6227.5,7244.76,4577.32
Hama,Chickpeas,2812.94,2682.65,2559.45,2453.5,2659.57,2799.15,2915.91,1308.6,1250.8,1257.59,1213.58,1513.91,1649.75,1650.46,1649.82,1649.97,1164.53,1164.92,1601.23,1310.51,873.63,1223.33,1165,1116.51,1165,1165.02,1164.99,1359.21,1359.22,1261.63,1165.06,1164.86,1019,970.87,873.79,970.87,1634.95,1262.14,1359.26,1458.61,1527.36,3783.18,2971.67,2905.27,2724.66,2831.17,3389.9,3741.24,3897.44,4285.15,5401.97,2306.93,2503.37,2544,2729.5,2729.5,2782.5,3127,2020.41
Hama,Dates,5157.05,5132.03,5118.89,4439.66,4665.92,5598.3,5831.81,2714.12,2886.45,2902.14,2718.41,2911.37,1552.7,1650.46,1649.82,1649.97,1746.8,1747.39,1552.7,1553.19,2135.53,1699.07,1747.49,1747.58,1747.5,1747.53,1747.49,1941.73,1941.74,1940.97,1941.76,2135.58,2135.06,2524.28,2330.1,2427.19,2815.54,3495.15,3594.18,3697.05,4294.71,5577.34,7226.06,7845.07,7706.6,7690.25,7890.46,8557.49,8761.71,8970.05,10862.45,4393.61,3630.5,3577.5,3577.5,3962.18,4902.5,5231.62,3850.5
Hama,Fish,13938.11,13870.47,13834.97,12883.2,13871.78,14500.18,15131.22,6287.56,6240.99,6274.91,5457.81,6294.86,4511.21,4040.84,4039.26,4039.63,4196.57,4197.97,4196.55,4197.87,4722.31,4723.28,4722.97,4723.19,4722.99,4723.06,4722.94,5038.06,5038.09,5036.09,5142.99,5142.15,5508.08,5772.82,6297.58,6297.58,6822.34,8658.99,9674.04,10700.21,11760.25,21702.74,22306.36,22354.54,22338.89,22742.59,26900.87,30549.92,30920.59,31687.66,44460.71,17782.67,12969.53,12753.14,12753.14,13330.16,14740.64,14703.23,11499.2
Hama,Lentils,3047.35,2915.93,2908.46,2804,2916.2,3032.41,3032.54,1260.13,1193.07,1199.55,1067.95,970.46,873.4,893.19,815.2,815.28,873.4,873.69,795.76,776.6,582.42,873.81,776.66,776.7,873.75,1048.52,776.66,728.15,760.52,776.39,776.7,679.5,679.34,679.61,873.79,970.87,1067.96,1213.59,1736.9,2262.55,2036.26,2294.92,2468.63,2780.87,2734.39,2783.28,2985.57,3745.92,4091.82,4143.77,5747.35,2391.74,2119.12,1959.34,1953.31,2104.61,2581.1,3311.64,1796.77
Hama,Meat,16174.39,16095.91,16054.71,17758.65,16330.72,17727.95,17728.71,7366.91,7697.2,7739.04,8737.74,8345.91,7375.34,7184.36,7375.65,7376.33,7569.47,7572.01,7375.34,6795.22,6794.87,7378.8,11261.63,6601.95,7766.68,7572.63,8737.42,8737.78,9433.61,9704.85,9320.45,8736.48,7763.84,7767,9126.23,11067.98,11165.06,13106.81,13836.91,14932.04,15984.1,18169.37,20172.22,24864.45,24840.86,26064.46,27188.43,28554.33,29999.51,34086.17,35353.44,16252.13,15268.24,15105,15617.9,15900,15900,15900,13834.74
Hama,Milk,3750.58,3732.38,3722.83,3551.73,3032.85,2565.89,2332.73,920.86,673.51,677.17,582.52,679.32,465.81,582.52,582.29,582.34,582.27,582.46,582.26,630.98,679.49,582.54,582.5,582.53,582.5,543.68,543.66,543.68,543.69,543.47,504.86,504.77,679.34,679.61,679.61,679.61,776.7,776.7,825.24,874.7,877.18,921.98,1078.38,1447.11,1526.48,1505.05,1562.08,1975.7,2367.02,2418.01,4058.87,1812.36,1141.62,1179.25,1272,1272,1272,1487.42,1253.39
Hama,Oil,4688.23,4198.93,3955.51,3855.5,3616.09,3615.57,3615.72,1502.46,1395.12,1354.33,1213.58,1310.11,1164.53,1165.03,1213.1,1213.21,1164.53,1116.39,1213.05,1164.89,1164.83,1213.62,1184.41,1213.59,1242.67,1242.69,1262.07,1184.46,1236.25,1203.4,1203.89,1261.94,1358.67,1407.77,2038.84,2233.01,2330.1,2427.19,2718.45,3012.84,3267.87,5840.45,5884.22,5779.93,6082.02,7002.94,7900.56,9207.87,10090.83,12455.69,19988.62,6356.25,5733.54,5724,5724,5793.24,6557.87,6996,3659.7
Hama,Rice,2695.73,2729.31,2722.32,2570.33,2566.26,2682.52,2682.63,1114.73,1039.12,1044.77,1067.95,1028.68,815.17,728.15,776.38,776.46,776.36,776.62,795.76,873.67,873.63,912.64,970.83,970.88,970.84,970.85,970.82,1067.95,1038.83,1009.3,1029.13,1048.38,1067.53,1262.14,1456.31,1650.49,1650.49,1893.21,1893.21,2262.55,1917.43,2323.07,2650.36,2921.55,2772.48,2671.77,2757.53,2990.66,3272.18,3890.27,5543.51,1996.03,1871.6,1881.5,1881.5,1927.66,2040.5,2040.5,1768.67
Hama,Sugar,1992.5,1912.85,1907.95,1822.6,1866.37,1749.47,1632.91,620.37,577.29,580.43,504.85,524.05,465.81,485.43,485.24,485.29,465.81,465.97,485.22,436.84,446.52,456.32,485.42,485.44,466,485.43,533.95,563.1,508.1,524.06,514.57,524.19,606.55,631.07,873.79,825.24,941.75,1067.96,1090.68,1114.56,1217.99,2307.38,2186.3,2145.25,2100.84,2277.41,2631.73,2753.2,3131.3,3734.27,4906.26,1566.93,1584.7,1590,1590,1827.64,2178.3,2165.31,1284.6
