date,units_sold,price,region,year,month,peak
2016-01-03,4.06558341,0.92,Great_Lakes,2016,1,0
2016-01-03,0.55382814,0.96,Northern_New_England,2016,1,0
2016-01-03,38.14208804,0.86,Total_US,2016,1,0
2016-01-03,2.17181857,0.94,Plains,2016,1,0
2016-01-03,5.69394207,0.79,SouthCentral,2016,1,0
2016-01-03,7.7077119,0.73,West,2016,1,0
2016-01-03,4.52421973,1.07,Northeast,2016,1,0
2016-01-10,2.87189866,1.04,Midsouth,2016,1,0
2016-01-10,1.67052463,1.08,Plains,2016,1,0
2016-01-10,7.43825293,0.77,West,2016,1,0
2016-01-10,0.34340689,1.24,Northern_New_England,2016,1,0
2016-01-10,35.26433601,0.93,Total_US,2016,1,0
2016-01-10,5.64763502,0.84,SouthCentral,2016,1,0
2016-01-10,4.13219154,0.93,Southeast,2016,1,0
2016-01-10,3.89022541,1.2,Northeast,2016,1,0
2016-01-10,3.31020106,1.06,Great_Lakes,2016,1,0
2016-01-17,3.16694166,1.05,Great_Lakes,2016,1,0
2016-01-17,3.00168391,1.05,Midsouth,2016,1,0
2016-01-17,34.42634187,0.94,Total_US,2016,1,0
2016-01-17,7.22157236,0.81,West,2016,1,0
2016-01-17,2.91381018,1.09,Southeast,2016,1,0
2016-01-17,0.44707892,1.08,Northern_New_England,2016,1,0
2016-01-17,4.8915165,1.09,Northeast,2016,1,0
2016-01-17,5.73562703,0.81,SouthCentral,2016,1,0
2016-01-17,1.49517698,1.12,Plains,2016,1,0
2016-01-24,3.89584489,0.9,Southeast,2016,1,0
2016-01-24,0.45355954,1.07,Northern_New_England,2016,1,0
2016-01-24,6.11810722,0.78,West,2016,1,0
2016-01-24,3.80697462,0.95,Great_Lakes,2016,1,0
2016-01-24,3.14790267,1.01,Midsouth,2016,1,0
2016-01-24,32.78707921,0.95,Total_US,2016,1,0
2016-01-24,4.41228093,1.21,Northeast,2016,1,0
2016-01-24,3.89823529,0.94,SouthCentral,2016,1,0
2016-01-24,1.26135288,1.16,Plains,2016,1,0
2016-01-31,4.65079849,1.06,Northeast,2016,1,0
2016-01-31,6.33195373,0.85,West,2016,1,0
2016-01-31,34.72124992,0.93,Total_US,2016,1,0
2016-01-31,1.85137218,1.05,Plains,2016,1,0
2016-01-31,0.41978619,1.07,Northern_New_England,2016,1,0
2016-01-31,5.8501284,0.79,SouthCentral,2016,1,0
2016-01-31,2.88146141,1,Midsouth,2016,1,0
2016-01-31,3.31810953,1.02,Southeast,2016,1,0
2016-01-31,3.33075229,1.04,Great_Lakes,2016,1,0
2016-02-07,4.13161484,0.91,Midsouth,2016,2,1
2016-02-07,52.28869789,0.76,Total_US,2016,2,1
2016-02-07,7.6063518,0.7,SouthCentral,2016,2,1
2016-02-07,2.83885324,0.83,Plains,2016,2,1
2016-02-07,5.91922612,1.03,Northeast,2016,2,1
2016-02-07,0.60584678,0.97,Northern_New_England,2016,2,1
2016-02-07,9.71843884,0.69,West,2016,2,1
2016-02-07,6.84721872,0.62,Southeast,2016,2,1
2016-02-07,4.86529626,0.85,Great_Lakes,2016,2,1
2016-02-14,6.77472647,0.78,West,2016,2,1
2016-02-14,1.79082272,0.97,Plains,2016,2,1
2016-02-14,36.47644186,0.88,Total_US,2016,2,1
2016-02-14,3.17346024,0.99,Midsouth,2016,2,1
2016-02-14,3.23433823,0.98,Southeast,2016,2,1
2016-02-14,6.34960168,0.7,SouthCentral,2016,2,1
2016-02-14,4.95925788,1.08,Northeast,2016,2,1
2016-02-14,0.45643967,0.99,Northern_New_England,2016,2,1
2016-02-14,3.38695148,0.96,Great_Lakes,2016,2,1
2016-02-21,32.80473322,0.94,Total_US,2016,2,1
2016-02-21,2.83762692,1.07,Great_Lakes,2016,2,1
2016-02-21,1.67288428,1.03,Plains,2016,2,1
2016-02-21,5.10838141,0.82,SouthCentral,2016,2,1
2016-02-21,3.06878609,1.04,Southeast,2016,2,1
2016-02-21,0.38042708,1.16,Northern_New_England,2016,2,1
2016-02-21,3.94823494,1.21,Northeast,2016,2,1
2016-02-21,7.04762439,0.77,West,2016,2,1
2016-02-21,2.74717606,1.06,Midsouth,2016,2,1
2016-02-28,3.03292039,1.05,Midsouth,2016,2,1
2016-02-28,36.80181768,0.91,Total_US,2016,2,1
2016-02-28,0.38714969,1.1,Northern_New_England,2016,2,1
2016-02-28,4.48111944,1.15,Northeast,2016,2,1
2016-02-28,3.41990975,1.05,Great_Lakes,2016,2,1
2016-02-28,4.74005022,0.84,Southeast,2016,2,1
2016-02-28,7.19389675,0.78,West,2016,2,1
2016-02-28,5.69845409,0.77,SouthCentral,2016,2,1
2016-02-28,1.64718923,1.07,Plains,2016,2,1
2016-03-06,3.81811432,0.98,Great_Lakes,2016,3,1
2016-03-06,6.903293,0.8,West,2016,3,1
2016-03-06,3.16123111,1.07,Southeast,2016,3,1
2016-03-06,4.2269257,1.21,Northeast,2016,3,1
2016-03-06,0.40593149,1.08,Northern_New_England,2016,3,1
2016-03-06,1.7344149,1.06,Plains,2016,3,1
2016-03-06,2.94251587,1.1,Midsouth,2016,3,1
2016-03-06,5.84814087,0.78,SouthCentral,2016,3,1
2016-03-06,35.06450604,0.95,Total_US,2016,3,1
2016-03-13,4.71393535,1.13,Northeast,2016,3,1
2016-03-13,3.09389837,1.07,Midsouth,2016,3,1
2016-03-13,6.72548324,0.81,West,2016,3,1
2016-03-13,36.37451614,0.93,Total_US,2016,3,1
2016-03-13,0.47663467,1.01,Northern_New_England,2016,3,1
2016-03-13,5.89407033,0.79,SouthCentral,2016,3,1
2016-03-13,3.14589789,1.03,Great_Lakes,2016,3,1
2016-03-13,4.68850205,0.88,Southeast,2016,3,1
2016-03-13,2.09516501,0.91,Plains,2016,3,1
2016-03-20,6.2767648,0.77,SouthCentral,2016,3,1
2016-03-20,1.93824708,0.95,Plains,2016,3,1
2016-03-20,36.33548378,0.93,Total_US,2016,3,1
2016-03-20,6.93829462,0.78,West,2016,3,1
2016-03-20,3.3683336,1.06,Great_Lakes,2016,3,1
2016-03-20,0.41460435,1.14,Northern_New_England,2016,3,1
2016-03-20,4.83475909,1.11,Northeast,2016,3,1
2016-03-20,3.30440062,1.05,Southeast,2016,3,1
2016-03-20,3.19847741,1.05,Midsouth,2016,3,1
2016-03-27,6.55330882,0.77,SouthCentral,2016,3,1
2016-03-27,7.08139902,0.78,West,2016,3,1
2016-03-27,1.74083689,1.07,Plains,2016,3,1
2016-03-27,0.42325757,1.13,Northern_New_England,2016,3,1
2016-03-27,2.91190346,1.08,Midsouth,2016,3,1
2016-03-27,35.93019592,0.94,Total_US,2016,3,1
2016-03-27,3.55777732,0.97,Great_Lakes,2016,3,1
2016-03-27,3.24224567,1.05,Southeast,2016,3,1
2016-03-27,4.23901669,1.23,Northeast,2016,3,1
2016-04-03,33.66845055,0.94,Total_US,2016,4,1
2016-04-03,2.96813947,1.04,Great_Lakes,2016,4,1
2016-04-03,2.69026794,1.07,Midsouth,2016,4,1
2016-04-03,3.87268079,1.18,Northeast,2016,4,1
2016-04-03,3.50722618,1.04,Southeast,2016,4,1
2016-04-03,6.64573899,0.79,West,2016,4,1
2016-04-03,1.76905034,1.04,Plains,2016,4,1
2016-04-03,6.15450304,0.74,SouthCentral,2016,4,1
2016-04-03,0.48671671,0.99,Northern_New_England,2016,4,1
2016-04-10,0.40922787,1.04,Northern_New_England,2016,4,1
2016-04-10,3.12612734,1.05,Great_Lakes,2016,4,1
2016-04-10,3.75662512,1.09,Northeast,2016,4,1
2016-04-10,1.87237856,1,Plains,2016,4,1
2016-04-10,6.41426317,0.73,SouthCentral,2016,4,1
2016-04-10,4.79290732,0.86,Southeast,2016,4,1
2016-04-10,2.83688482,1.05,Midsouth,2016,4,1
2016-04-10,7.27584254,0.79,West,2016,4,1
2016-04-10,36.58402939,0.9,Total_US,2016,4,1
2016-04-17,3.67326093,1.01,Southeast,2016,4,1
2016-04-17,0.39907414,1.12,Northern_New_England,2016,4,1
2016-04-17,2.11499064,0.95,Plains,2016,4,1
2016-04-17,4.15421826,0.98,Great_Lakes,2016,4,1
2016-04-17,3.8490514,1.12,Northeast,2016,4,1
2016-04-17,37.46788519,0.9,Total_US,2016,4,1
2016-04-17,6.65707354,0.71,SouthCentral,2016,4,1
2016-04-17,7.59247398,0.77,West,2016,4,1
2016-04-17,3.02900302,1.06,Midsouth,2016,4,1
2016-04-24,0.43161562,1.07,Northern_New_England,2016,4,1
2016-04-24,6.7461748,0.78,West,2016,4,1
2016-04-24,2.08852446,0.95,Plains,2016,4,1
2016-04-24,5.06246454,0.84,Southeast,2016,4,1
2016-04-24,3.73538944,0.96,Great_Lakes,2016,4,1
2016-04-24,3.33260987,1.04,Midsouth,2016,4,1
2016-04-24,39.6076953,0.87,Total_US,2016,4,1
2016-04-24,6.89390054,0.7,SouthCentral,2016,4,1
2016-04-24,4.81524922,1.13,Northeast,2016,4,1
2016-05-01,0.62851214,1.02,Northern_New_England,2016,5,1
2016-05-01,42.86760854,0.84,Total_US,2016,5,1
2016-05-01,6.41522814,0.75,Southeast,2016,5,1
2016-05-01,6.95348871,0.71,SouthCentral,2016,5,1
2016-05-01,3.53633398,0.99,Midsouth,2016,5,1
2016-05-01,7.15830084,0.79,West,2016,5,1
2016-05-01,3.80150826,0.94,Great_Lakes,2016,5,1
2016-05-01,5.24726674,1.12,Northeast,2016,5,1
2016-05-01,2.09399859,0.97,Plains,2016,5,1
2016-05-08,3.85064565,0.95,Midsouth,2016,5,1
2016-05-08,46.3245297,0.82,Total_US,2016,5,1
2016-05-08,2.66492682,0.86,Plains,2016,5,1
2016-05-08,7.28188735,0.72,SouthCentral,2016,5,1
2016-05-08,4.65154006,0.86,Southeast,2016,5,1
2016-05-08,0.54683834,0.97,Northern_New_England,2016,5,1
2016-05-08,6.89972712,0.87,Northeast,2016,5,1
2016-05-08,4.46048153,0.94,Great_Lakes,2016,5,1
2016-05-08,8.70685944,0.75,West,2016,5,1
2016-05-15,3.20503779,1.04,Midsouth,2016,5,1
2016-05-15,5.00210224,0.82,Southeast,2016,5,1
2016-05-15,7.48662203,0.77,West,2016,5,1
2016-05-15,39.91499674,0.89,Total_US,2016,5,1
2016-05-15,0.44351722,1.07,Northern_New_England,2016,5,1
2016-05-15,4.32470033,0.91,Great_Lakes,2016,5,1
2016-05-15,4.99910074,1.13,Northeast,2016,5,1
2016-05-15,6.72812077,0.73,SouthCentral,2016,5,1
2016-05-15,2.10044016,0.95,Plains,2016,5,1
2016-05-22,0.43325171,1.02,Northern_New_England,2016,5,1
2016-05-22,3.41606207,1.05,Southeast,2016,5,1
2016-05-22,3.70526231,1,Great_Lakes,2016,5,1
2016-05-22,2.24872667,0.94,Plains,2016,5,1
2016-05-22,36.95803551,0.93,Total_US,2016,5,1
2016-05-22,4.60925024,1.14,Northeast,2016,5,1
2016-05-22,3.15431839,1.08,Midsouth,2016,5,1
2016-05-22,6.68032325,0.72,SouthCentral,2016,5,1
2016-05-22,6.64211152,0.83,West,2016,5,1
2016-05-29,5.14131486,1.14,Northeast,2016,5,1
2016-05-29,2.26503777,0.9,Plains,2016,5,1
2016-05-29,40.01907524,0.94,Total_US,2016,5,1
2016-05-29,0.49994401,1.1,Northern_New_England,2016,5,1
2016-05-29,3.92530014,1.05,Great_Lakes,2016,5,1
2016-05-29,7.56813239,0.79,West,2016,5,1
2016-05-29,6.23967727,0.8,SouthCentral,2016,5,1
2016-05-29,4.82948703,0.92,Southeast,2016,5,1
2016-05-29,3.34913943,1.09,Midsouth,2016,5,1
2016-06-05,6.35140069,0.83,SouthCentral,2016,6,1
2016-06-05,3.22381439,1.14,Midsouth,2016,6,1
2016-06-05,0.47135684,1.18,Northern_New_England,2016,6,1
2016-06-05,7.63742402,0.82,West,2016,6,1
2016-06-05,2.33043823,0.93,Plains,2016,6,1
2016-06-05,40.23125965,0.97,Total_US,2016,6,1
2016-06-05,4.57051587,1.35,Northeast,2016,6,1
2016-06-05,4.56374514,0.91,Southeast,2016,6,1
2016-06-05,4.18824599,1.01,Great_Lakes,2016,6,1
2016-06-12,6.21604013,0.92,West,2016,6,1
2016-06-12,0.47202049,1.19,Northern_New_England,2016,6,1
2016-06-12,35.58082,1.04,Total_US,2016,6,1
2016-06-12,2.10483428,1.04,Plains,2016,6,1
2016-06-12,3.44333394,1.15,Great_Lakes,2016,6,1
2016-06-12,4.59902854,1.34,Northeast,2016,6,1
2016-06-12,3.39371237,1.07,Southeast,2016,6,1
2016-06-12,6.19528467,0.85,SouthCentral,2016,6,1
2016-06-12,3.12235117,1.15,Midsouth,2016,6,1
2016-06-19,0.48594576,1.26,Northern_New_England,2016,6,1
2016-06-19,4.66553674,0.94,Southeast,2016,6,1
2016-06-19,2.55900286,0.87,Plains,2016,6,1
2016-06-19,3.95509889,1.1,Great_Lakes,2016,6,1
2016-06-19,6.00553529,0.89,SouthCentral,2016,6,1
2016-06-19,4.50689262,1.4,Northeast,2016,6,1
2016-06-19,38.48993614,1.02,Total_US,2016,6,1
2016-06-19,3.30496762,1.16,Midsouth,2016,6,1
2016-06-19,6.96484592,0.86,West,2016,6,1
2016-06-26,0.49781681,1.28,Northern_New_England,2016,6,1
2016-06-26,3.61936421,1.09,Southeast,2016,6,1
2016-06-26,6.86224103,0.87,West,2016,6,1
2016-06-26,36.61702379,1.04,Total_US,2016,6,1
2016-06-26,6.04626446,0.89,SouthCentral,2016,6,1
2016-06-26,4.84094987,1.28,Northeast,2016,6,1
2016-06-26,3.09567383,1.17,Midsouth,2016,6,1
2016-06-26,2.1018356,1.03,Plains,2016,6,1
2016-06-26,3.64341733,1.13,Great_Lakes,2016,6,1
2016-07-03,39.99318604,1.06,Total_US,2016,7,1
2016-07-03,5.43281658,0.91,Southeast,2016,7,1
2016-07-03,6.81764313,0.97,West,2016,7,1
2016-07-03,4.48674499,1.41,Northeast,2016,7,1
2016-07-03,6.4945333,0.91,SouthCentral,2016,7,1
2016-07-03,2.25957201,1.05,Plains,2016,7,1
2016-07-03,3.39369645,1.15,Midsouth,2016,7,1
2016-07-03,4.02072458,1.13,Great_Lakes,2016,7,1
2016-07-03,0.52591726,1.29,Northern_New_England,2016,7,1
2016-07-10,5.64646001,0.91,SouthCentral,2016,7,1
2016-07-10,2.02884718,1.09,Plains,2016,7,1
2016-07-10,3.22165074,1.19,Midsouth,2016,7,1
2016-07-10,3.3270622,1.24,Great_Lakes,2016,7,1
2016-07-10,6.48736271,1.01,West,2016,7,1
2016-07-10,0.56932781,1.06,Northern_New_England,2016,7,1
2016-07-10,4.48762578,1.33,Northeast,2016,7,1
2016-07-10,35.56756843,1.1,Total_US,2016,7,1
2016-07-10,3.64686894,1.1,Southeast,2016,7,1
2016-07-17,2.94044851,1.26,Midsouth,2016,7,1
2016-07-17,3.73681435,1.49,Northeast,2016,7,1
2016-07-17,3.26785763,1.25,Great_Lakes,2016,7,1
2016-07-17,3.40814271,1.15,Southeast,2016,7,1
2016-07-17,5.44944163,0.94,SouthCentral,2016,7,1
2016-07-17,0.41238617,1.37,Northern_New_England,2016,7,1
2016-07-17,1.86542677,1.15,Plains,2016,7,1
2016-07-17,32.65612363,1.15,Total_US,2016,7,1
2016-07-17,5.78737841,1.02,West,2016,7,1
2016-07-24,2.91481751,1.32,Midsouth,2016,7,1
2016-07-24,3.83429051,1.54,Northeast,2016,7,1
2016-07-24,5.52847532,0.97,SouthCentral,2016,7,1
2016-07-24,5.55604302,1.08,West,2016,7,1
2016-07-24,3.38173273,1.17,Southeast,2016,7,1
2016-07-24,1.80715243,1.22,Plains,2016,7,1
2016-07-24,3.21281819,1.32,Great_Lakes,2016,7,1
2016-07-24,0.46306251,1.36,Northern_New_England,2016,7,1
2016-07-24,32.33937709,1.2,Total_US,2016,7,1
2016-07-31,3.81380825,1.6,Northeast,2016,7,1
2016-07-31,31.20159022,1.23,Total_US,2016,7,1
2016-07-31,1.71638476,1.25,Plains,2016,7,1
2016-07-31,3.32910894,1.18,Southeast,2016,7,1
2016-07-31,3.01342604,1.34,Great_Lakes,2016,7,1
2016-07-31,5.13090002,0.98,SouthCentral,2016,7,1
2016-07-31,0.43512936,1.49,Northern_New_England,2016,7,1
2016-07-31,2.78700219,1.35,Midsouth,2016,7,1
2016-07-31,5.46379979,1.1,West,2016,7,1
2016-08-07,0.4574291,1.41,Northern_New_England,2016,8,0
2016-08-07,2.90075148,1.3,Midsouth,2016,8,0
2016-08-07,3.41932648,1.18,Southeast,2016,8,0
2016-08-07,6.59676924,0.95,West,2016,8,0
2016-08-07,3.10610892,1.33,Great_Lakes,2016,8,0
2016-08-07,4.02482213,1.47,Northeast,2016,8,0
2016-08-07,5.64794041,0.93,SouthCentral,2016,8,0
2016-08-07,1.97936294,1.17,Plains,2016,8,0
2016-08-07,33.81990909,1.15,Total_US,2016,8,0
2016-08-14,1.87344699,1.12,Plains,2016,8,0
2016-08-14,4.19542329,1.37,Northeast,2016,8,0
2016-08-14,0.46365171,1.21,Northern_New_England,2016,8,0
2016-08-14,2.90178665,1.29,Midsouth,2016,8,0
2016-08-14,3.13441415,1.3,Great_Lakes,2016,8,0
2016-08-14,34.3861773,1.12,Total_US,2016,8,0
2016-08-14,6.12706042,1,West,2016,8,0
2016-08-14,4.23067467,1.09,Southeast,2016,8,0
2016-08-14,5.38503537,0.94,SouthCentral,2016,8,0
2016-08-21,1.69341862,1.21,Plains,2016,8,0
2016-08-21,3.71688669,1.11,Southeast,2016,8,0
2016-08-21,0.41349716,1.34,Northern_New_England,2016,8,0
2016-08-21,2.84052638,1.27,Midsouth,2016,8,0
2016-08-21,33.59209772,1.1,Total_US,2016,8,0
2016-08-21,5.68204661,0.87,SouthCentral,2016,8,0
2016-08-21,2.93397386,1.34,Great_Lakes,2016,8,0
2016-08-21,6.29016489,0.93,West,2016,8,0
2016-08-21,4.12708033,1.4,Northeast,2016,8,0
2016-08-28,4.30930179,1.4,Northeast,2016,8,0
2016-08-28,2.79909768,1.3,Midsouth,2016,8,0
2016-08-28,6.11418788,0.96,West,2016,8,0
2016-08-28,1.69396947,1.22,Plains,2016,8,0
2016-08-28,5.7757217,0.84,SouthCentral,2016,8,0
2016-08-28,3.58002243,1.11,Southeast,2016,8,0
2016-08-28,33.99393131,1.09,Total_US,2016,8,0
2016-08-28,0.57333865,1.08,Northern_New_England,2016,8,0
2016-08-28,3.02533044,1.27,Great_Lakes,2016,8,0
2016-09-04,37.13068891,1.04,Total_US,2016,9,0
2016-09-04,6.67670206,0.92,West,2016,9,0
2016-09-04,3.08419923,1.3,Great_Lakes,2016,9,0
2016-09-04,1.93362813,1.1,Plains,2016,9,0
2016-09-04,0.37490291,1.38,Northern_New_England,2016,9,0
2016-09-04,4.01964855,1.4,Northeast,2016,9,0
2016-09-04,4.80427906,0.96,Southeast,2016,9,0
2016-09-04,6.80263525,0.78,SouthCentral,2016,9,0
2016-09-04,3.1279504,1.2,Midsouth,2016,9,0
2016-09-11,3.43169841,1.08,Southeast,2016,9,0
2016-09-11,1.69776129,1.18,Plains,2016,9,0
2016-09-11,3.06863936,1.18,Midsouth,2016,9,0
2016-09-11,6.09777955,0.96,West,2016,9,0
2016-09-11,3.07805163,1.3,Great_Lakes,2016,9,0
2016-09-11,0.34331474,1.44,Northern_New_England,2016,9,0
2016-09-11,34.12673095,1.08,Total_US,2016,9,0
2016-09-11,6.23607855,0.82,SouthCentral,2016,9,0
2016-09-11,4.45695762,1.28,Northeast,2016,9,0
2016-09-18,2.78525641,1.28,Midsouth,2016,9,0
2016-09-18,1.64172415,1.24,Plains,2016,9,0
2016-09-18,6.13065355,0.86,SouthCentral,2016,9,0
2016-09-18,3.44245403,1.45,Northeast,2016,9,0
2016-09-18,0.31698064,1.48,Northern_New_England,2016,9,0
2016-09-18,31.34609146,1.15,Total_US,2016,9,0
2016-09-18,3.40399922,1.11,Southeast,2016,9,0
2016-09-18,2.99631715,1.28,Great_Lakes,2016,9,0
2016-09-18,5.47412164,1.04,West,2016,9,0
2016-09-25,5.34483749,0.98,SouthCentral,2016,9,0
2016-09-25,30.30511289,1.22,Total_US,2016,9,0
2016-09-25,3.45879086,1.53,Northeast,2016,9,0
2016-09-25,0.31539904,1.58,Northern_New_England,2016,9,0
2016-09-25,3.26616145,1.32,Southeast,2016,9,0
2016-09-25,2.83432648,1.37,Great_Lakes,2016,9,0
2016-09-25,2.56816145,1.37,Midsouth,2016,9,0
2016-09-25,5.33813299,1.08,West,2016,9,0
2016-09-25,1.4191134,1.35,Plains,2016,9,0
2016-10-02,5.00665975,1.01,SouthCentral,2016,10,0
2016-10-02,2.54067244,1.38,Midsouth,2016,10,0
2016-10-02,2.61880567,1.38,Great_Lakes,2016,10,0
2016-10-02,6.07958747,1.03,West,2016,10,0
2016-10-02,0.29118537,1.52,Northern_New_England,2016,10,0
2016-10-02,29.61500849,1.23,Total_US,2016,10,0
2016-10-02,3.10695274,1.38,Southeast,2016,10,0
2016-10-02,3.25775257,1.59,Northeast,2016,10,0
2016-10-02,1.35208151,1.37,Plains,2016,10,0
2016-10-09,2.46938194,1.39,Midsouth,2016,10,0
2016-10-09,2.6242029,1.35,Great_Lakes,2016,10,0
2016-10-09,5.41659181,1,SouthCentral,2016,10,0
2016-10-09,0.30550651,1.4,Northern_New_England,2016,10,0
2016-10-09,1.36054139,1.41,Plains,2016,10,0
2016-10-09,5.37479725,1.13,West,2016,10,0
2016-10-09,3.35094974,1.54,Northeast,2016,10,0
2016-10-09,28.85758198,1.27,Total_US,2016,10,0
2016-10-09,2.88513833,1.37,Southeast,2016,10,0
2016-10-16,27.70704682,1.3,Total_US,2016,10,0
2016-10-16,1.25239956,1.49,Plains,2016,10,0
2016-10-16,3.10704925,1.65,Northeast,2016,10,0
2016-10-16,0.29088489,1.47,Northern_New_England,2016,10,0
2016-10-16,2.44298197,1.4,Midsouth,2016,10,0
2016-10-16,3.23302942,1.24,Southeast,2016,10,0
2016-10-16,5.30822544,1.15,West,2016,10,0
2016-10-16,2.51767223,1.4,Great_Lakes,2016,10,0
2016-10-16,4.96765141,1.03,SouthCentral,2016,10,0
2016-10-23,1.17930118,1.53,Plains,2016,10,0
2016-10-23,4.76001822,1.17,West,2016,10,0
2016-10-23,2.52859722,1.35,Great_Lakes,2016,10,0
2016-10-23,0.29138556,1.48,Northern_New_England,2016,10,0
2016-10-23,4.47759456,1.09,SouthCentral,2016,10,0
2016-10-23,2.28750752,1.47,Midsouth,2016,10,0
2016-10-23,24.75351395,1.34,Total_US,2016,10,0
2016-10-23,2.9165789,1.67,Northeast,2016,10,0
2016-10-23,2.70487568,1.43,Southeast,2016,10,0
2016-10-30,2.36442449,1.72,Northeast,2016,10,0
2016-10-30,2.50255263,1.44,Southeast,2016,10,0
2016-10-30,2.08305488,1.48,Midsouth,2016,10,0
2016-10-30,2.27535191,1.36,Great_Lakes,2016,10,0
2016-10-30,3.85243962,1.26,West,2016,10,0
2016-10-30,21.00973021,1.43,Total_US,2016,10,0
2016-10-30,3.73313522,1.19,SouthCentral,2016,10,0
2016-10-30,1.05893809,1.54,Plains,2016,10,0
2016-10-30,0.25545534,1.52,Northern_New_England,2016,10,0
2016-11-06,2.07750741,1.54,Midsouth,2016,11,0
2016-11-06,4.21462413,1.16,SouthCentral,2016,11,0
2016-11-06,0.24266687,1.47,Northern_New_England,2016,11,0
2016-11-06,2.59099785,1.44,Southeast,2016,11,0
2016-11-06,2.50740104,1.71,Northeast,2016,11,0
2016-11-06,1.28102369,1.55,Plains,2016,11,0
2016-11-06,2.22238347,1.48,Great_Lakes,2016,11,0
2016-11-06,4.24570235,1.26,West,2016,11,0
2016-11-06,22.53469838,1.44,Total_US,2016,11,0
2016-11-13,2.07528276,1.52,Midsouth,2016,11,0
2016-11-13,1.18739684,1.57,Plains,2016,11,0
2016-11-13,0.26838851,1.48,Northern_New_England,2016,11,0
2016-11-13,2.70683844,1.67,Northeast,2016,11,0
2016-11-13,4.86409995,1.18,West,2016,11,0
2016-11-13,4.22467732,1.11,SouthCentral,2016,11,0
2016-11-13,2.81988875,1.37,Southeast,2016,11,0
2016-11-13,2.34881417,1.41,Great_Lakes,2016,11,0
2016-11-13,24.07512649,1.36,Total_US,2016,11,0
2016-11-20,24.98970275,1.27,Total_US,2016,11,0
2016-11-20,2.67042559,1.38,Southeast,2016,11,0
2016-11-20,3.20694652,1.51,Northeast,2016,11,0
2016-11-20,1.12696432,1.49,Plains,2016,11,0
2016-11-20,0.31578324,1.39,Northern_New_England,2016,11,0
2016-11-20,4.94437381,1.1,West,2016,11,0
2016-11-20,4.15051067,1.06,SouthCentral,2016,11,0
2016-11-20,1.99904443,1.48,Midsouth,2016,11,0
2016-11-20,2.63762179,1.23,Great_Lakes,2016,11,0
2016-11-27,1.13193227,1.35,Plains,2016,11,0
2016-11-27,2.38504843,1.18,Great_Lakes,2016,11,0
2016-11-27,22.92306265,1.21,Total_US,2016,11,0
2016-11-27,4.18755098,1.09,West,2016,11,0
2016-11-27,2.70151848,1.51,Northeast,2016,11,0
2016-11-27,1.85806515,1.4,Midsouth,2016,11,0
2016-11-27,2.40819934,1.39,Southeast,2016,11,0
2016-11-27,4.06484735,0.93,SouthCentral,2016,11,0
2016-11-27,0.26274842,1.41,Northern_New_England,2016,11,0
2016-12-04,5.58411456,0.76,SouthCentral,2016,12,0
2016-12-04,31.6212219,1,Total_US,2016,12,0
2016-12-04,3.8540999,0.97,Great_Lakes,2016,12,0
2016-12-04,0.44099034,1.12,Northern_New_England,2016,12,0
2016-12-04,1.67650902,1.09,Plains,2016,12,0
2016-12-04,5.91953249,0.93,West,2016,12,0
2016-12-04,3.9415122,0.99,Southeast,2016,12,0
2016-12-04,3.22266398,1.4,Northeast,2016,12,0
2016-12-04,2.35983716,1.2,Midsouth,2016,12,0
2016-12-11,0.3104253,1.29,Northern_New_England,2016,12,0
2016-12-11,6.64883368,0.84,West,2016,12,0
2016-12-11,5.03120693,0.76,SouthCentral,2016,12,0
2016-12-11,3.04851815,1.03,Great_Lakes,2016,12,0
2016-12-11,2.64813547,1.21,Southeast,2016,12,0
2016-12-11,3.38132105,1.32,Northeast,2016,12,0
2016-12-11,2.33997739,1.15,Midsouth,2016,12,0
2016-12-11,1.46890187,1.08,Plains,2016,12,0
2016-12-11,30.0935407,0.98,Total_US,2016,12,0
2016-12-18,2.79151527,1.11,Great_Lakes,2016,12,0
2016-12-18,1.42647094,1.06,Plains,2016,12,0
2016-12-18,2.24222126,1.16,Midsouth,2016,12,0
2016-12-18,0.35750829,1.19,Northern_New_England,2016,12,0
2016-12-18,5.48320789,0.72,SouthCentral,2016,12,0
2016-12-18,3.68600568,1.22,Northeast,2016,12,0
2016-12-18,5.61842948,0.88,West,2016,12,0
2016-12-18,3.41341059,0.96,Southeast,2016,12,0
2016-12-18,29.58388261,0.96,Total_US,2016,12,0
2016-12-25,2.95431499,1.11,Great_Lakes,2016,12,0
2016-12-25,3.21647061,1.36,Northeast,2016,12,0
2016-12-25,2.1805121,1.23,Midsouth,2016,12,0
2016-12-25,0.32563421,1.24,Northern_New_England,2016,12,0
2016-12-25,3.72210233,0.94,Southeast,2016,12,0
2016-12-25,5.72007958,0.92,West,2016,12,0
2016-12-25,1.44939465,1.09,Plains,2016,12,0
2016-12-25,5.63004184,0.79,SouthCentral,2016,12,0
2016-12-25,30.2878537,1,Total_US,2016,12,0
2017-01-01,2.38274262,0.83,Plains,2017,1,0
2017-01-01,3.51338832,1.35,Northeast,2017,1,0
2017-01-01,2.87896754,1.12,Midsouth,2017,1,0
2017-01-01,4.65589695,0.94,Southeast,2017,1,0
2017-01-01,6.68727364,0.64,SouthCentral,2017,1,0
2017-01-01,0.47623903,1.11,Northern_New_England,2017,1,0
2017-01-01,7.36092584,0.79,West,2017,1,0
