Plant,Year,Month,Day,Hour,Cost
Bowen,2007,7,29,23,52.15435631
Bowen,2007,7,29,24,38.83449154
Bowen,2007,7,30,1,27.02305103
Bowen,2007,7,30,2,23.37033698
Bowen,2007,7,30,3,23.05922238
Bowen,2007,7,30,4,21.32638402
Bowen,2007,7,30,5,20.03979037
Bowen,2007,7,30,6,21.50594345
Bowen,2007,7,30,7,21.73408693
Bowen,2007,7,30,8,22.22021265
Bowen,2007,7,30,9,20.33057741
Bowen,2007,7,30,10,18.20121455
Bowen,2007,7,30,11,16.41758169
Bowen,2007,7,30,12,16.06255395
Bowen,2007,7,30,13,16.1401796
Bowen,2007,7,30,14,20.08210871
Bowen,2007,7,30,15,25.71799686
Bowen,2007,7,30,16,37.7191388
Bowen,2007,7,30,17,40.82159766
Bowen,2007,7,30,18,41.88964185
Bowen,2007,7,30,19,42.4265313
Bowen,2007,7,30,20,41.87858149
Bowen,2007,7,30,21,39.56184727
Bowen,2007,7,30,22,36.51618492
Bowen,2007,7,30,23,30.81085029
Bowen,2007,7,30,24,24.36824247
Bowen,2007,7,31,1,18.48725082
Bowen,2007,7,31,2,12.97204361
Bowen,2007,7,31,3,8.685849221
Bowen,2007,7,31,4,6.004949791
Bowen,2007,7,31,5,5.567990345
Bowen,2007,7,31,6,6.488763645
Bowen,2007,7,31,7,7.716991965
Bowen,2007,7,31,8,9.054751747
Bowen,2007,7,31,9,8.6189025
Bowen,2007,7,31,10,7.256057259
Bowen,2007,7,31,11,6.494032847
Bowen,2007,7,31,12,6.454188885
Bowen,2007,7,31,13,7.16361649
Bowen,2007,7,31,14,9.15726394
Bowen,2007,7,31,15,13.66882165
Bowen,2007,7,31,16,21.06440411
Bowen,2007,7,31,17,27.4522455
Bowen,2007,7,31,18,32.11513479
Bowen,2007,7,31,19,34.58310824
Bowen,2007,7,31,20,33.72628961
Bowen,2007,7,31,21,30.5573766
Bowen,2007,7,31,22,28.29934444
Bowen,2007,7,31,23,26.5496619
Bowen,2007,7,31,24,25.21275956
Jack McDonough,2007,7,1,1,6.845892397
Jack McDonough,2007,7,1,2,4.317318616
Jack McDonough,2007,7,1,3,3.205779321
Jack McDonough,2007,7,1,4,2.548841682
Jack McDonough,2007,7,1,5,1.966659028
Jack McDonough,2007,7,1,6,1.605574082
Jack McDonough,2007,7,1,7,1.250225919
Jack McDonough,2007,7,1,8,1.040004253
Jack McDonough,2007,7,1,9,1.049869194
Jack McDonough,2007,7,1,10,1.21156266
Jack McDonough,2007,7,1,11,0.958532045
Jack McDonough,2007,7,1,12,0.60027039
Jack McDonough,2007,7,1,13,0.760936319
Jack McDonough,2007,7,1,14,1.151961564
Jack McDonough,2007,7,1,15,2.226505391
Jack McDonough,2007,7,1,16,10.7075248
Jack McDonough,2007,7,1,17,29.26276595
Jack McDonough,2007,7,1,18,34.2391184
Jack McDonough,2007,7,1,19,34.69484998
Jack McDonough,2007,7,1,20,32.0426251
Jack McDonough,2007,7,1,21,23.63510721
Jack McDonough,2007,7,1,22,16.85446172
Jack McDonough,2007,7,1,23,14.8414911
Jack McDonough,2007,7,1,24,12.43276465
Jack McDonough,2007,7,2,1,9.878222831
Jack McDonough,2007,7,2,2,8.904834197
Jack McDonough,2007,7,2,3,7.687068372
Jack McDonough,2007,7,2,4,7.842147987
Jack McDonough,2007,7,2,5,9.573520778
Jack McDonough,2007,7,2,6,10.37878898
Jack McDonough,2007,7,2,7,8.357285202
Jack McDonough,2007,7,2,8,7.02420813
Jack McDonough,2007,7,2,9,5.865877228
Jack McDonough,2007,7,2,10,3.808289962
Jack McDonough,2007,7,2,11,2.383554755
Jack McDonough,2007,7,2,12,1.883242192
Jack McDonough,2007,7,2,13,1.447086408
Jack McDonough,2007,7,2,14,1.333692451
Jack McDonough,2007,7,2,15,1.34466678
Jack McDonough,2007,7,2,16,1.485874501
Jack McDonough,2007,7,2,17,1.82240431
Jack McDonough,2007,7,2,18,2.801123111
Jack McDonough,2007,7,2,19,5.335677657
Jack McDonough,2007,7,2,20,7.872431536
Jack McDonough,2007,7,2,21,9.538169524
Jack McDonough,2007,7,2,22,11.36613408
Jack McDonough,2007,7,2,23,13.09598128
Jack McDonough,2007,7,2,24,11.5179878
Jack McDonough,2007,7,3,1,8.53794169
Jack McDonough,2007,7,3,2,5.93441472
Jack McDonough,2007,7,3,3,3.562392743
Jack McDonough,2007,7,3,4,1.915302201
Jack McDonough,2007,7,3,5,0.996016882
Jack McDonough,2007,7,3,6,0.810824457
Jack McDonough,2007,7,3,7,0.802002416
Jack McDonough,2007,7,3,8,0.842900225
Jack McDonough,2007,7,3,9,0.521900253
Jack McDonough,2007,7,3,10,0.235472642
Jack McDonough,2007,7,3,11,0.099153571
Jack McDonough,2007,7,3,12,0.017042675
Jack McDonough,2007,7,3,13,-0.026826264
Jack McDonough,2007,7,3,14,0.480757387
Jack McDonough,2007,7,3,15,1.851414685
Jack McDonough,2007,7,3,16,3.442550662
Jack McDonough,2007,7,3,17,5.925962957
Jack McDonough,2007,7,3,18,8.13315757
Jack McDonough,2007,7,3,19,10.1241233
Jack McDonough,2007,7,3,20,12.02975163
Jack McDonough,2007,7,3,21,11.99486881
Jack McDonough,2007,7,3,22,10.78831688
Jack McDonough,2007,7,3,23,8.976063534
Jack McDonough,2007,7,3,24,7.273980966
Jack McDonough,2007,7,4,1,5.899234137
Jack McDonough,2007,7,4,2,4.47817172
Jack McDonough,2007,7,4,3,3.25268543
Jack McDonough,2007,7,4,4,2.311056748
Jack McDonough,2007,7,4,5,1.662019475
Jack McDonough,2007,7,4,6,1.202608391
Jack McDonough,2007,7,4,7,0.796394498
Jack McDonough,2007,7,4,8,0.71466143
Jack McDonough,2007,7,4,9,0.650324586
Jack McDonough,2007,7,4,10,0.651651884
Jack McDonough,2007,7,4,11,0.555584631
Jack McDonough,2007,7,4,12,0.386955566
Jack McDonough,2007,7,4,13,0.255226698
Jack McDonough,2007,7,4,14,1.945399829
Jack McDonough,2007,7,4,15,11.91396935
Jack McDonough,2007,7,4,16,21.43106313
Jack McDonough,2007,7,4,17,31.42588088
Jack McDonough,2007,7,4,18,42.00065792
Jack McDonough,2007,7,4,19,48.67985752
Jack McDonough,2007,7,4,20,53.91509504
Jack McDonough,2007,7,4,21,51.58062915
Jack McDonough,2007,7,4,22,48.05029835
Jack McDonough,2007,7,4,23,39.63397669
Jack McDonough,2007,7,4,24,29.91143018
Jack McDonough,2007,7,5,1,24.00594257
Jack McDonough,2007,7,5,2,23.2783158
Jack McDonough,2007,7,5,3,21.76488287
Jack McDonough,2007,7,5,4,17.53850108
Jack McDonough,2007,7,5,5,17.84649609
Jack McDonough,2007,7,5,6,16.94874785
Jack McDonough,2007,7,5,7,16.92423806
Jack McDonough,2007,7,5,8,14.820409
Jack McDonough,2007,7,5,9,13.11950186
Jack McDonough,2007,7,5,10,8.686592547
Jack McDonough,2007,7,5,11,4.510723704
Jack McDonough,2007,7,5,12,2.456049009
Jack McDonough,2007,7,5,13,1.532371933
Jack McDonough,2007,7,5,14,0.830070879
Jack McDonough,2007,7,5,15,12.21961811
Jack McDonough,2007,7,5,16,53.12226829
Jack McDonough,2007,7,5,17,70.85342166
Jack McDonough,2007,7,5,18,86.35954696
Jack McDonough,2007,7,5,19,104.6004679
Jack McDonough,2007,7,5,20,137.5667134
Jack McDonough,2007,7,5,21,158.1374014
Jack McDonough,2007,7,5,22,162.7014558
Jack McDonough,2007,7,5,23,153.4857467
Jack McDonough,2007,7,5,24,121.1577633
Jack McDonough,2007,7,6,1,77.77654827
Jack McDonough,2007,7,6,2,59.37595873
Jack McDonough,2007,7,6,3,54.28826371
Jack McDonough,2007,7,6,4,48.80566138
Jack McDonough,2007,7,6,5,43.01577971
Jack McDonough,2007,7,6,6,39.51310834
Jack McDonough,2007,7,6,7,31.04827351
Jack McDonough,2007,7,6,8,26.91584438
Jack McDonough,2007,7,6,9,22.54410598
Jack McDonough,2007,7,6,10,20.40242585
Jack McDonough,2007,7,6,11,17.25129681
Jack McDonough,2007,7,6,12,14.47504642
Jack McDonough,2007,7,6,13,12.04828949
Jack McDonough,2007,7,6,14,8.818406666
Jack McDonough,2007,7,6,15,13.06930833
Jack McDonough,2007,7,6,16,29.73548981
Jack McDonough,2007,7,6,17,40.20836381
Jack McDonough,2007,7,6,18,49.23502532
Jack McDonough,2007,7,6,19,56.3757147
Jack McDonough,2007,7,6,20,61.19842792
Jack McDonough,2007,7,6,21,61.54337489
Jack McDonough,2007,7,6,22,53.32716579
Jack McDonough,2007,7,6,23,41.12295936
Jack McDonough,2007,7,6,24,33.93710986
Jack McDonough,2007,7,7,1,29.1077452
Jack McDonough,2007,7,7,2,25.76226354
Jack McDonough,2007,7,7,3,21.84202493
Jack McDonough,2007,7,7,4,18.35575457
Jack McDonough,2007,7,7,5,15.4138778
Jack McDonough,2007,7,7,6,14.3745961
Jack McDonough,2007,7,7,7,16.38904637
Jack McDonough,2007,7,7,8,18.61485015
Jack McDonough,2007,7,7,9,18.1888897
Jack McDonough,2007,7,7,10,17.15873506
Jack McDonough,2007,7,7,11,16.96580895
Jack McDonough,2007,7,7,12,16.82008058
Jack McDonough,2007,7,7,13,17.12661347
Jack McDonough,2007,7,7,14,14.44956819
Jack McDonough,2007,7,7,15,11.604963
Jack McDonough,2007,7,7,16,10.56317998
Jack McDonough,2007,7,7,17,10.87051528
Jack McDonough,2007,7,7,18,12.49492931
Jack McDonough,2007,7,7,19,12.08551209
Jack McDonough,2007,7,7,20,10.99464557
Jack McDonough,2007,7,7,21,10.39416068
Jack McDonough,2007,7,7,22,10.11718104
Jack McDonough,2007,7,7,23,10.26278139
Jack McDonough,2007,7,7,24,10.89552027
Jack McDonough,2007,7,8,1,11.08583809
Jack McDonough,2007,7,8,2,11.23481904
Jack McDonough,2007,7,8,3,11.40594681
Jack McDonough,2007,7,8,4,11.49551361
Jack McDonough,2007,7,8,5,11.8579957
Jack McDonough,2007,7,8,6,13.01839987
Jack McDonough,2007,7,8,7,15.22867036
Jack McDonough,2007,7,8,8,15.34734251
Jack McDonough,2007,7,8,9,15.0603416
Jack McDonough,2007,7,8,10,14.12433974
Jack McDonough,2007,7,8,11,11.46003399
Jack McDonough,2007,7,8,12,8.633379152
Jack McDonough,2007,7,8,13,6.819036337
Jack McDonough,2007,7,8,14,5.336893839
Jack McDonough,2007,7,8,15,5.362527784
Jack McDonough,2007,7,8,16,7.072726365
Jack McDonough,2007,7,8,17,23.97264585
Jack McDonough,2007,7,8,18,52.34062944
Jack McDonough,2007,7,8,19,66.68709385
Jack McDonough,2007,7,8,20,67.60280331
Jack McDonough,2007,7,8,21,52.58728945
Jack McDonough,2007,7,8,22,37.02252686
Jack McDonough,2007,7,8,23,26.82133083
Jack McDonough,2007,7,8,24,21.13807105
Jack McDonough,2007,7,9,1,16.86241634
Jack McDonough,2007,7,9,2,14.15999078
Jack McDonough,2007,7,9,3,12.55613743
Jack McDonough,2007,7,9,4,11.98645353
Jack McDonough,2007,7,9,5,11.78509779
Jack McDonough,2007,7,9,6,13.25938591
Jack McDonough,2007,7,9,7,13.2939706
Jack McDonough,2007,7,9,8,12.91210141
Jack McDonough,2007,7,9,9,11.32252979
Jack McDonough,2007,7,9,10,9.475576706
Jack McDonough,2007,7,9,11,8.329923593
Jack McDonough,2007,7,9,12,8.015806131
Jack McDonough,2007,7,9,13,8.441259468
Jack McDonough,2007,7,9,14,11.4160426
Jack McDonough,2007,7,9,15,21.98939267
Jack McDonough,2007,7,9,16,32.64971334
Jack McDonough,2007,7,9,17,38.07823834
Jack McDonough,2007,7,9,18,41.38538307
Jack McDonough,2007,7,9,19,44.25383627
Jack McDonough,2007,7,9,20,47.0784334
Jack McDonough,2007,7,9,21,43.38292489
Jack McDonough,2007,7,9,22,33.07122554
Jack McDonough,2007,7,9,23,25.39895143
Jack McDonough,2007,7,9,24,20.8272747
Jack McDonough,2007,7,10,1,17.42789214
Jack McDonough,2007,7,10,2,15.50743603
Jack McDonough,2007,7,10,3,14.39433648
Jack McDonough,2007,7,10,4,13.86809953
Jack McDonough,2007,7,10,5,14.11672795
Jack McDonough,2007,7,10,6,17.71808782
Jack McDonough,2007,7,10,7,19.52282186
Jack McDonough,2007,7,10,8,19.67669831
Jack McDonough,2007,7,10,9,18.32534765
Jack McDonough,2007,7,10,10,14.4834753
Jack McDonough,2007,7,10,11,11.54820059
Jack McDonough,2007,7,10,12,10.54585873
Jack McDonough,2007,7,10,13,10.21772023
Jack McDonough,2007,7,10,14,9.305188817
Jack McDonough,2007,7,10,15,11.19506861
Jack McDonough,2007,7,10,16,20.47840655
Jack McDonough,2007,7,10,17,26.39420476
Jack McDonough,2007,7,10,18,30.95577959
Jack McDonough,2007,7,10,19,33.80359687
Jack McDonough,2007,7,10,20,35.93445877
Jack McDonough,2007,7,10,21,36.90424884
Jack McDonough,2007,7,10,22,35.4359321
Jack McDonough,2007,7,10,23,30.00599607
Jack McDonough,2007,7,10,24,22.70840353
Jack McDonough,2007,7,11,1,16.97884162
Jack McDonough,2007,7,11,2,13.79118391
Jack McDonough,2007,7,11,3,10.3847056
Jack McDonough,2007,7,11,4,7.776367163
Jack McDonough,2007,7,11,5,6.001819195
Jack McDonough,2007,7,11,6,5.55803868
Jack McDonough,2007,7,11,7,4.280911005
Jack McDonough,2007,7,11,8,3.487822924
Jack McDonough,2007,7,11,9,2.826193988
Jack McDonough,2007,7,11,10,2.031253841
Jack McDonough,2007,7,11,11,1.593892984
Jack McDonough,2007,7,11,12,1.265512902
Jack McDonough,2007,7,11,13,0.818975194
Jack McDonough,2007,7,11,14,1.763220974
Jack McDonough,2007,7,11,15,6.534989517
Jack McDonough,2007,7,11,16,10.51353806
Jack McDonough,2007,7,11,17,12.84931431
Jack McDonough,2007,7,11,18,11.45532469
Jack McDonough,2007,7,11,19,8.171903831
Jack McDonough,2007,7,11,20,4.658274227
Jack McDonough,2007,7,11,21,3.814007914
Jack McDonough,2007,7,11,22,4.175452893
Jack McDonough,2007,7,11,23,3.840293319
Jack McDonough,2007,7,11,24,2.841168316
Jack McDonough,2007,7,12,1,2.015842574
Jack McDonough,2007,7,12,2,1.617028047
Jack McDonough,2007,7,12,3,1.208052586
Jack McDonough,2007,7,12,4,0.761808073
Jack McDonough,2007,7,12,5,0.442373402
Jack McDonough,2007,7,12,6,0.284863076
Jack McDonough,2007,7,12,7,0.206502267
Jack McDonough,2007,7,12,8,0.164026065
Jack McDonough,2007,7,12,9,0.127168638
Jack McDonough,2007,7,12,10,0.105548789
Jack McDonough,2007,7,12,11,0.088318336
Jack McDonough,2007,7,12,12,0.076901481
Jack McDonough,2007,7,12,13,0.110295542
Jack McDonough,2007,7,12,14,1.643942918
Jack McDonough,2007,7,12,15,8.062396939
Jack McDonough,2007,7,12,16,18.15009894
Jack McDonough,2007,7,12,17,19.80104767
Jack McDonough,2007,7,12,18,19.21341388
Jack McDonough,2007,7,12,19,19.51714668
Jack McDonough,2007,7,12,20,22.38366532
Jack McDonough,2007,7,12,21,23.28201446
Jack McDonough,2007,7,12,22,23.19472463
Jack McDonough,2007,7,12,23,20.96718307
Jack McDonough,2007,7,12,24,17.12545299
Jack McDonough,2007,7,13,1,10.89969631
Jack McDonough,2007,7,13,2,9.478364519
Jack McDonough,2007,7,13,3,8.649388781
Jack McDonough,2007,7,13,4,7.880709343
Jack McDonough,2007,7,13,5,7.578009387
Jack McDonough,2007,7,13,6,7.570696912
Jack McDonough,2007,7,13,7,7.327401695
Jack McDonough,2007,7,13,8,7.932174243
Jack McDonough,2007,7,13,9,7.979415229
Jack McDonough,2007,7,13,10,7.714204077
Jack McDonough,2007,7,13,11,6.932911055
Jack McDonough,2007,7,13,12,6.567354998
Jack McDonough,2007,7,13,13,6.929904955
Jack McDonough,2007,7,13,14,6.196983365
Jack McDonough,2007,7,13,15,12.06009119
Jack McDonough,2007,7,13,16,29.80754258
Jack McDonough,2007,7,13,17,39.98705125
Jack McDonough,2007,7,13,18,48.98817997
Jack McDonough,2007,7,13,19,55.18869242
Jack McDonough,2007,7,13,20,55.23565119
Jack McDonough,2007,7,13,21,49.5707616
Jack McDonough,2007,7,13,22,39.67975395
Jack McDonough,2007,7,13,23,28.93117665
Jack McDonough,2007,7,13,24,22.24997266
Jack McDonough,2007,7,14,1,17.51473469
Jack McDonough,2007,7,14,2,15.58777316
Jack McDonough,2007,7,14,3,16.20627863
Jack McDonough,2007,7,14,4,21.08704677
Jack McDonough,2007,7,14,5,26.14282207
Jack McDonough,2007,7,14,6,30.06058635
Jack McDonough,2007,7,14,7,29.34646743
Jack McDonough,2007,7,14,8,27.97630428
Jack McDonough,2007,7,14,9,25.67088945
Jack McDonough,2007,7,14,10,22.17550264
Jack McDonough,2007,7,14,11,18.47457939
Jack McDonough,2007,7,14,12,16.22050405
Jack McDonough,2007,7,14,13,13.2322644
Jack McDonough,2007,7,14,14,14.66055907
Jack McDonough,2007,7,14,15,17.04667777
Jack McDonough,2007,7,14,16,17.33213903
Jack McDonough,2007,7,14,17,23.36456708
Jack McDonough,2007,7,14,18,33.2381917
Jack McDonough,2007,7,14,19,41.48473022
Jack McDonough,2007,7,14,20,50.01519893
Jack McDonough,2007,7,14,21,55.02314379
Jack McDonough,2007,7,14,22,53.47494059
Jack McDonough,2007,7,14,23,47.72315672
Jack McDonough,2007,7,14,24,39.97671703
Jack McDonough,2007,7,15,1,34.06721925
Jack McDonough,2007,7,15,2,30.92164228
Jack McDonough,2007,7,15,3,24.81306601
Jack McDonough,2007,7,15,4,17.73295031
Jack McDonough,2007,7,15,5,11.786014
Jack McDonough,2007,7,15,6,10.14627623
Jack McDonough,2007,7,15,7,7.814165163
Jack McDonough,2007,7,15,8,6.917749994
Jack McDonough,2007,7,15,9,6.188526592
Jack McDonough,2007,7,15,10,6.288265736
Jack McDonough,2007,7,15,11,6.094664771
Jack McDonough,2007,7,15,12,5.572144268
Jack McDonough,2007,7,15,13,4.703220474
Jack McDonough,2007,7,15,14,3.562762891
Jack McDonough,2007,7,15,15,5.409967371
Jack McDonough,2007,7,15,16,13.59181719
Jack McDonough,2007,7,15,17,18.39965552
Jack McDonough,2007,7,15,18,23.05248363
Jack McDonough,2007,7,15,19,28.82275876
Jack McDonough,2007,7,15,20,27.75139037
Jack McDonough,2007,7,15,21,20.614114
Jack McDonough,2007,7,15,22,14.2296894
Jack McDonough,2007,7,15,23,9.73199279
Jack McDonough,2007,7,15,24,6.750374277
Jack McDonough,2007,7,16,1,4.859095681
Jack McDonough,2007,7,16,2,3.962851274
Jack McDonough,2007,7,16,3,3.407659175
Jack McDonough,2007,7,16,4,2.893649845
Jack McDonough,2007,7,16,5,2.569429077
Jack McDonough,2007,7,16,6,2.23276511
Jack McDonough,2007,7,16,7,1.768986836
Jack McDonough,2007,7,16,8,1.396214855
Jack McDonough,2007,7,16,9,1.058787879
Jack McDonough,2007,7,16,10,0.794231266
Jack McDonough,2007,7,16,11,0.603464605
Jack McDonough,2007,7,16,12,0.485326293
Jack McDonough,2007,7,16,13,0.39276845
Jack McDonough,2007,7,16,14,0.288292267
Jack McDonough,2007,7,16,15,0.246877914
Jack McDonough,2007,7,16,16,0.337667038
Jack McDonough,2007,7,16,17,0.790958375
Jack McDonough,2007,7,16,18,1.493293128
Jack McDonough,2007,7,16,19,6.179167111
Jack McDonough,2007,7,16,20,20.23132571
Jack McDonough,2007,7,16,21,30.71343087
Jack McDonough,2007,7,16,22,38.20233183
Jack McDonough,2007,7,16,23,39.21154231
Jack McDonough,2007,7,16,24,35.75401612
Jack McDonough,2007,7,17,1,38.70579157
Jack McDonough,2007,7,17,2,30.7836814
Jack McDonough,2007,7,17,3,26.3492757
Jack McDonough,2007,7,17,4,23.98576073
Jack McDonough,2007,7,17,5,18.35669543
Jack McDonough,2007,7,17,6,13.94659628
Jack McDonough,2007,7,17,7,11.38272944
Jack McDonough,2007,7,17,8,9.783485003
Jack McDonough,2007,7,17,9,8.052154294
Jack McDonough,2007,7,17,10,6.672600519
Jack McDonough,2007,7,17,11,5.589907616
Jack McDonough,2007,7,17,12,5.280055761
Jack McDonough,2007,7,17,13,5.382869677
Jack McDonough,2007,7,17,14,5.308782995
Jack McDonough,2007,7,17,15,14.68155915
Jack McDonough,2007,7,17,16,24.48453563
Jack McDonough,2007,7,17,17,21.53952609
Jack McDonough,2007,7,17,18,19.0249717
Jack McDonough,2007,7,17,19,17.88423385
Jack McDonough,2007,7,17,20,14.74824781
Jack McDonough,2007,7,17,21,9.28690185
Jack McDonough,2007,7,17,22,5.415556231
Jack McDonough,2007,7,17,23,3.170471896
Jack McDonough,2007,7,17,24,2.30271427
Jack McDonough,2007,7,18,1,2.540199713
Jack McDonough,2007,7,18,2,4.010239773
Jack McDonough,2007,7,18,3,5.898295053
Jack McDonough,2007,7,18,4,7.050717753
Jack McDonough,2007,7,18,5,7.292801726
Jack McDonough,2007,7,18,6,7.338030576
Jack McDonough,2007,7,18,7,6.972967114
Jack McDonough,2007,7,18,8,6.044149209
Jack McDonough,2007,7,18,9,5.333407959
Jack McDonough,2007,7,18,10,4.658880969
Jack McDonough,2007,7,18,11,3.648869046
Jack McDonough,2007,7,18,12,3.024175629
Jack McDonough,2007,7,18,13,2.41230051
Jack McDonough,2007,7,18,14,1.828563698
Jack McDonough,2007,7,18,15,9.025115283
Jack McDonough,2007,7,18,16,25.31183791
Jack McDonough,2007,7,18,17,36.41426992
Jack McDonough,2007,7,18,18,49.71520106
Jack McDonough,2007,7,18,19,56.99713785
Jack McDonough,2007,7,18,20,50.12424622
Jack McDonough,2007,7,18,21,31.71869355
Jack McDonough,2007,7,18,22,19.27313375
Jack McDonough,2007,7,18,23,10.34006689
Jack McDonough,2007,7,18,24,5.4029777
Jack McDonough,2007,7,19,1,3.008728866
Jack McDonough,2007,7,19,2,3.189217805
Jack McDonough,2007,7,19,3,3.243892296
Jack McDonough,2007,7,19,4,3.854574624
Jack McDonough,2007,7,19,5,4.514228005
Jack McDonough,2007,7,19,6,5.236130297
Jack McDonough,2007,7,19,7,5.287644187
Jack McDonough,2007,7,19,8,4.723989365
Jack McDonough,2007,7,19,9,4.000491097
Jack McDonough,2007,7,19,10,3.674090469
Jack McDonough,2007,7,19,11,3.439154297
Jack McDonough,2007,7,19,12,3.451924243
Jack McDonough,2007,7,19,13,3.33256422
Jack McDonough,2007,7,19,14,2.707600779
Jack McDonough,2007,7,19,15,5.146169991
Jack McDonough,2007,7,19,16,9.670769218
Jack McDonough,2007,7,19,17,13.04773113
Jack McDonough,2007,7,19,18,13.16907639
Jack McDonough,2007,7,19,19,12.06700525
Jack McDonough,2007,7,19,20,11.26378201
Jack McDonough,2007,7,19,21,13.3516725
Jack McDonough,2007,7,19,22,17.59615613
Jack McDonough,2007,7,19,23,21.41141166
Jack McDonough,2007,7,19,24,18.81772638
Jack McDonough,2007,7,20,1,14.91277416
Jack McDonough,2007,7,20,2,10.47080873
Jack McDonough,2007,7,20,3,7.218100786
Jack McDonough,2007,7,20,4,4.892102617
Jack McDonough,2007,7,20,5,3.148756635
Jack McDonough,2007,7,20,6,1.93368247
Jack McDonough,2007,7,20,7,1.329680578
Jack McDonough,2007,7,20,8,0.832197496
Jack McDonough,2007,7,20,9,0.52705188
Jack McDonough,2007,7,20,10,0.348238804
Jack McDonough,2007,7,20,11,0.230204476
Jack McDonough,2007,7,20,12,0.15578913
Jack McDonough,2007,7,20,13,0.099605164
Jack McDonough,2007,7,20,14,0.348074702
Jack McDonough,2007,7,20,15,3.733290965
Jack McDonough,2007,7,20,16,6.628124192
Jack McDonough,2007,7,20,17,8.515878723
Jack McDonough,2007,7,20,18,9.263627049
Jack McDonough,2007,7,20,19,8.302820902
Jack McDonough,2007,7,20,20,6.194154291
Jack McDonough,2007,7,20,21,4.843529271
Jack McDonough,2007,7,20,22,5.445790061
Jack McDonough,2007,7,20,23,6.140588566
Jack McDonough,2007,7,20,24,6.250039277
Jack McDonough,2007,7,21,1,5.768890217
Jack McDonough,2007,7,21,2,4.700097914
Jack McDonough,2007,7,21,3,3.439986027
Jack McDonough,2007,7,21,4,2.312994399
Jack McDonough,2007,7,21,5,2.045781285
Jack McDonough,2007,7,21,6,2.244948806
Jack McDonough,2007,7,21,7,2.252669113
Jack McDonough,2007,7,21,8,2.429195597
Jack McDonough,2007,7,21,9,2.267417807
Jack McDonough,2007,7,21,10,2.212061484
Jack McDonough,2007,7,21,11,2.092655042
Jack McDonough,2007,7,21,12,1.474259509
Jack McDonough,2007,7,21,13,1.551608562
Jack McDonough,2007,7,21,14,1.473549778
Jack McDonough,2007,7,21,15,2.674760271
Jack McDonough,2007,7,21,16,10.30574677
Jack McDonough,2007,7,21,17,22.67590757
Jack McDonough,2007,7,21,18,37.18711936
Jack McDonough,2007,7,21,19,46.35427752
Jack McDonough,2007,7,21,20,47.17924183
Jack McDonough,2007,7,21,21,39.97372867
Jack McDonough,2007,7,21,22,30.78667815
Jack McDonough,2007,7,21,23,21.01036134
Jack McDonough,2007,7,21,24,13.53604843
Jack McDonough,2007,7,22,1,9.433921002
Jack McDonough,2007,7,22,2,7.422379557
Jack McDonough,2007,7,22,3,5.911436143
Jack McDonough,2007,7,22,4,4.501662136
Jack McDonough,2007,7,22,5,3.503753612
Jack McDonough,2007,7,22,6,3.852398733
Jack McDonough,2007,7,22,7,4.027434832
Jack McDonough,2007,7,22,8,3.74346576
Jack McDonough,2007,7,22,9,3.047925141
Jack McDonough,2007,7,22,10,2.829172347
Jack McDonough,2007,7,22,11,2.575532167
Jack McDonough,2007,7,22,12,1.895705715
Jack McDonough,2007,7,22,13,1.205456842
Jack McDonough,2007,7,22,14,1.128847661
Jack McDonough,2007,7,22,15,3.108920515
Jack McDonough,2007,7,22,16,10.56082789
Jack McDonough,2007,7,22,17,22.06469412
Jack McDonough,2007,7,22,18,35.56706408
Jack McDonough,2007,7,22,19,42.3696994
Jack McDonough,2007,7,22,20,39.55897947
Jack McDonough,2007,7,22,21,33.91988655
Jack McDonough,2007,7,22,22,29.99684404
Jack McDonough,2007,7,22,23,27.99208429
Jack McDonough,2007,7,22,24,21.08168628
Jack McDonough,2007,7,23,1,13.11055703
Jack McDonough,2007,7,23,2,9.382159041
Jack McDonough,2007,7,23,3,7.512990239
Jack McDonough,2007,7,23,4,6.325464412
Jack McDonough,2007,7,23,5,6.781932029
Jack McDonough,2007,7,23,6,8.065183804
Jack McDonough,2007,7,23,7,4.345748461
Jack McDonough,2007,7,23,8,2.191523625
Jack McDonough,2007,7,23,9,1.016229018
Jack McDonough,2007,7,23,10,0.445468104
Jack McDonough,2007,7,23,11,0.240128602
Jack McDonough,2007,7,23,12,0.101635729
Jack McDonough,2007,7,23,13,0.054261588
Jack McDonough,2007,7,23,14,0.040979215
Jack McDonough,2007,7,23,15,0.676772293
Jack McDonough,2007,7,23,16,3.172286742
Jack McDonough,2007,7,23,17,7.525752855
Jack McDonough,2007,7,23,18,13.74143685
Jack McDonough,2007,7,23,19,14.03790597
Jack McDonough,2007,7,23,20,10.45598969
Jack McDonough,2007,7,23,21,7.87901735
Jack McDonough,2007,7,23,22,6.27340928
Jack McDonough,2007,7,23,23,5.313786316
Jack McDonough,2007,7,23,24,4.751861076
Jack McDonough,2007,7,24,1,4.229880907
Jack McDonough,2007,7,24,2,3.762601674
Jack McDonough,2007,7,24,3,3.345220631
Jack McDonough,2007,7,24,4,2.810647051
Jack McDonough,2007,7,24,5,2.510418075
Jack McDonough,2007,7,24,6,2.598609181
Jack McDonough,2007,7,24,7,2.144688718
Jack McDonough,2007,7,24,8,1.624260813
Jack McDonough,2007,7,24,9,1.180636921
Jack McDonough,2007,7,24,10,0.669613979
Jack McDonough,2007,7,24,11,0.439056987
Jack McDonough,2007,7,24,12,0.321621915
